#UNIQUE-ID	TYPES	COMMON-NAME
PWY-6585	Energy-Metabolism; Metabolic-Clusters; SECONDARY-METABOLITE-BIOSYNTHESIS;	2-methylketone biosynthesis;
PWY-6962	AMINE-DEG; Super-Pathways;	superpathway of trimethylamine degradation;
PWY-7156	Ergosterol-Biosynthesis; Super-Pathways;	superpathway of ergosterol biosynthesis II;
PWY-6857	Vitamin-A-Biosynthesis;	retinol biosynthesis;
PWY-6644	SECONDARY-METABOLITE-BIOSYNTHESIS;	fluoroacetate and fluorothreonine biosynthesis;
PWY-7431	AMINE-DEG;	aromatic biogenic amine degradation (bacteria);
PWY-6109	TRITERPENOID-SYN;	mangrove triterpenoid biosynthesis;
PWY-7338	Fatty-Acid-Degradation;	10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent, yeast);
PWY-6648	Glycolipids-Biosynthesis; SECONDARY-METABOLITE-BIOSYNTHESIS;	rhamnolipid biosynthesis;
4AMINOBUTMETAB-PWY	4-Aminobutyraye-Degradation; Super-Pathways;	superpathway of 4-aminobutanoate degradation;
PWY-6660	SECONDARY-METABOLITE-BIOSYNTHESIS;	2-heptyl-3-hydroxy-4(1<i>H</i>)-quinolone biosynthesis;
PWY-6473	4-Aminobutyraye-Degradation;	4-aminobutanoate degradation IV;
PWY-7176	Pyrimid-Ribonucleot-De-Novo-Biosyn;	UTP and CTP <i>de novo</i> biosynthesis;
PWY0-1507	BIOTIN-SYN;	biotin biosynthesis from 8-amino-7-oxononanoate I;
PWY-6661	SECONDARY-METABOLITE-BIOSYNTHESIS;	4-hydroxy-2(1<i>H</i>)-quinolone biosynthesis;
PWY-6537	4-Aminobutyraye-Degradation;	4-aminobutanoate degradation II;
PWY4LZ-257	Pyruvate-Degradation; Super-Pathways;	superpathway of fermentation (<i>Chlamydomonas reinhardtii</i>);
PWY-6662	SECONDARY-METABOLITE-BIOSYNTHESIS; Super-Pathways;	superpathway of quinolone and alkylquinolone biosynthesis;
PWY-6875	Vitamin-A-Biosynthesis;	retinoate biosynthesis II;
PWY-5022	4-Aminobutyraye-Degradation; Acetyl-CoA-Butyrate;	4-aminobutanoate degradation V;
PWY-7173	FLAVONOL-SYN;	quercetin triglucoside biosynthesis;
PWY-6699	SECONDARY-METABOLITE-BIOSYNTHESIS;	oxalate biosynthesis;
PWY-6536	4-Aminobutyraye-Degradation;	4-aminobutanoate degradation III;
PWY-7974	Cobamide-Salvage;	cobalamin salvage (eukaryotic);
PWY-6678	TERPENOID-DEG;	geraniol and nerol degradation;
PWY-6703	SECONDARY-METABOLITE-BIOSYNTHESIS;	preQ<sub>0</sub> biosynthesis;
PWY-6577	All-Trans-Farnesyl-PP-Biosynthesis; Detoxification;	farnesylcysteine salvage pathway;
PWY0-162	Pyrimid-Ribonucleot-De-Novo-Biosyn; Super-Pathways;	superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis;
PWY-6390	Butanediol-Biosynthesis;	(<i>S,S</i>)-butanediol biosynthesis;
PWY-6795	Lipid-Biosynthesis; SECONDARY-METABOLITE-BIOSYNTHESIS;	diacylglyceryl-<i>N,N,N</i>-trimethylhomoserine biosynthesis;
GLUDEG-I-PWY	4-Aminobutyraye-Degradation; GLUTAMATE-DEG; Super-Pathways;	GABA shunt;
PWY-6535	4-Aminobutyraye-Degradation;	4-aminobutanoate degradation I;
PWY-7383	Fermentation;	anaerobic energy metabolism (invertebrates, cytosol);
PWY-6802	SECONDARY-METABOLITE-BIOSYNTHESIS;	salidroside biosynthesis;
PWY-7154	Ergosterol-Biosynthesis;	ergosterol biosynthesis II;
PWY0-1337	Fatty-Acid-Degradation;	oleate &beta;-oxidation;
6-HYDROXYCINEOLE-DEGRADATION-PWY	TERPENOID-DEG;	1,8-cineole degradation;
PWY-6808	SECONDARY-METABOLITE-BIOSYNTHESIS;	dTDP-D-forosamine biosynthesis;
PWY-5283	LYSINE-DEG;	L-lysine degradation V;
PWY-6672	TERPENOID-DEG;	<i>cis</i>-genanyl-CoA degradation;
PWY-6413	TERPENOID-DEG;	ginsenoside degradation III;
PWY-6831	SECONDARY-METABOLITE-BIOSYNTHESIS;	pyrrolnitrin biosynthesis;
PWY-7775	Propane-Degradation;	propane degradation II;
PWY-6839	SECONDARY-METABOLITE-BIOSYNTHESIS;	2-aminoethylphosphonate biosynthesis;
PWY-7136	TERPENOID-DEG;	&beta; myrcene degradation;
PWY-6588	Pyruvate-Degradation;	pyruvate fermentation to acetone;
METHFORM-PWY	METHANOGENESIS;	methyl-coenzyme M reduction to methane;
PWY-6920	SECONDARY-METABOLITE-BIOSYNTHESIS;	6-gingerol analog biosynthesis (engineered);
PWY-7137	FLAVONOL-SYN;	quercetin gentiotetraside biosynthesis;
PWY-6926	SECONDARY-METABOLITE-BIOSYNTHESIS;	pyrethrin I biosynthesis;
PWY-6670	TERPENOID-DEG;	citronellol degradation;
PWY-7971	B12-Salvage-From-Cobinamide;	adenosylcobinamide-GDP salvage from cobinamide I;
PWY-6949	SECONDARY-METABOLITE-BIOSYNTHESIS;	DIBOA-glucoside biosynthesis;
PWY-6786	Detoxification; Metabolic-Clusters;	detoxification of reactive carbonyls in chloroplasts;
PWY-7774	Propane-Degradation;	propane degradation I;
PWY-6396	Butanediol-Biosynthesis; Super-Pathways;	superpathway of 2,3-butanediol biosynthesis;
PWY-6950	SECONDARY-METABOLITE-BIOSYNTHESIS;	DIMBOA-glucoside biosynthesis;
PWY-6806	Metabolic-Clusters; TERPENOID-DEG;	carotenoid cleavage;
PWY-7402	Fermentation; Super-Pathways;	benzoate fermentation (to acetate and cyclohexane carboxylate);
PWY-6075	Ergosterol-Biosynthesis;	ergosterol biosynthesis I;
PWY-7040	SECONDARY-METABOLITE-BIOSYNTHESIS;	violacein biosynthesis;
PWY-2724	Fatty-Acid-Degradation;	alkane oxidation;
PWY-5377	TRITERPENOID-SYN;	&alpha;-amyrin biosynthesis;
PWY-7074	AROMATIC-COMPOUNDS-BIOSYN; SECONDARY-METABOLITE-BIOSYNTHESIS;	phenylethanol glycoconjugate biosynthesis;
PWY-5271	Abscisic-Acid-Degradation;	abscisic acid degradation to phaseic acid;
PWY-7075	AROMATIC-COMPOUNDS-BIOSYN; Interconversion; SECONDARY-METABOLITE-BIOSYNTHESIS;	phenylethyl acetate biosynthesis;
PWY-5802	QUINONE-SYN;	alizarin biosynthesis;
PWY-7472	CARN-DEG;	D-carnitine degradation II;
PWY-7076	AROMATIC-COMPOUNDS-BIOSYN; SECONDARY-METABOLITE-BIOSYNTHESIS;	3,5-dimethoxytoluene biosynthesis;
PWY-7642	Abscisic-Acid-Degradation;	abscisic acid degradation to 7'-hydroxyabscisate;
PWY-6604	Pyruvate-Degradation; Super-Pathways;	superpathway of <i>Clostridium acetobutylicum</i> acidogenic and solventogenic fermentation;
PWY-7153	SECONDARY-METABOLITE-BIOSYNTHESIS;	grixazone biosynthesis;
PWY-7448	FLAVONOL-SYN;	galloylated catechin biosynthesis;
PWY-7236	SECONDARY-METABOLITE-BIOSYNTHESIS;	mycocyclosin biosynthesis;
PWY-7640	Abscisic-Acid-Degradation;	abscisic acid degradation to neophaseic acid;
PWY-6269	B12-Salvage-From-Cobinamide; Super-Pathways;	superpathway of adenosylcobalamin salvage from cobinamide II;
PWY-7463	SECONDARY-METABOLITE-BIOSYNTHESIS;	<i>N</i>-methylanthraniloyl-&beta;-<i>D</i>-glucopyranose biosynthesis;
PWY-6997	Detoxification;	furfural degradation;
PWY-7080	QUINONE-SYN;	asterrate biosynthesis;
PWY-7490	SECONDARY-METABOLITE-BIOSYNTHESIS;	patulin biosynthesis;
PWY-5497	Fermentation; Purine-Degradation;	purine nucleobases degradation II (anaerobic);
PWY66-391	Fatty-Acid-Degradation;	fatty acid &beta;-oxidation VI (peroxisome);
PWY-5272	Abscisic-Acid-Degradation; Interconversion;	abscisic acid degradation by glucosylation;
PWY-7492	SECONDARY-METABOLITE-BIOSYNTHESIS;	paspaline biosynthesis;
PWY-6689	tRNA-Splicing;	tRNA splicing I;
PWY-7493	SECONDARY-METABOLITE-BIOSYNTHESIS;	paxilline and diprenylpaxilline biosynthesis;
PWY-5314	LYSINE-DEG;	L-lysine degradation VIII;
PWY-7531	SECONDARY-METABOLITE-BIOSYNTHESIS;	mannojirimycin biosynthesis;
PWY-5701	QUINONE-SYN;	shikonin biosynthesis;
PWY-7533	SECONDARY-METABOLITE-BIOSYNTHESIS;	gliotoxin biosynthesis;
PWY-7351	Pyruvate-Degradation;	pyruvate fermentation to opines;
PWY-5248	METHANOGENESIS;	methanogenesis from dimethylamine;
PWY-7534	SECONDARY-METABOLITE-BIOSYNTHESIS;	gliotoxin inactivation;
PROUT-PWY	PROLINE-DEG;	L-proline degradation;
PWY-3101	FLAVONOL-SYN;	flavonol biosynthesis;
PWY-7536	SECONDARY-METABOLITE-BIOSYNTHESIS;	2-amino-3-hydroxycyclopent-2-enone biosynthesis;
PWY3O-6	Vitamin-Biosynthesis;	dehydro-D-arabinono-1,4-lactone biosynthesis;
COBALSYN-PWY	B12-Salvage-From-Cobinamide; Super-Pathways;	superpathway of adenosylcobalamin salvage from cobinamide I;
PWY-7803	tRNA-Splicing;	tRNA splicing II;
PWY-7540	SECONDARY-METABOLITE-BIOSYNTHESIS;	aflatrem biosynthesis;
PWY-5027	Phylloquinone-Biosynthesis; Vitamin-Biosynthesis;	phylloquinol biosynthesis;
PWY-5801	QUINONE-SYN;	lawsone biosynthesis;
PWY1G-1	Detoxification;	mycothiol-mediated detoxification;
PWY-7548	SECONDARY-METABOLITE-BIOSYNTHESIS;	methylthiolincosamide biosynthesis;
PWY-7999	Vitamin-Biosynthesis;	vitamin K-epoxide cycle;
PWY-7401	Fermentation; Super-Pathways;	crotonate fermentation (to acetate and cyclohexane carboxylate);
PWY-5138	Fatty-Acid-Degradation;	unsaturated, even numbered fatty acid &beta;-oxidation;
PWY-7556	SECONDARY-METABOLITE-BIOSYNTHESIS;	(-)-microperfuranone biosynthesis;
PANTOSYN-PWY	CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;	superpathway of coenzyme A biosynthesis I (bacteria);
PWY-7067	TRITERPENOID-SYN;	betulinate biosynthesis;
PWY-7599	SECONDARY-METABOLITE-BIOSYNTHESIS;	anditomin biosynthesis;
PWY-6076	HORMONE-SYN; Vitamin-Biosynthesis;	vitamin D<sub>3</sub> biosynthesis;
PWY-7687	SECONDARY-METABOLITE-BIOSYNTHESIS;	stipitatate biosynthesis;
PWY-7079	QUINONE-SYN;	geodin biosynthesis;
CARNMET-PWY	CARN-DEG;	L-carnitine degradation I;
PWY-7708	SECONDARY-METABOLITE-BIOSYNTHESIS;	lyngbyatoxin biosynthesis;
CENTFERM-PWY	Acetyl-CoA-Butyrate; Pyruvate-Degradation;	pyruvate fermentation to butanoate;
PWY-7751	SECONDARY-METABOLITE-BIOSYNTHESIS;	shinorine biosynthesis;
PWY-2161	Folate-Biosynthesis;	folate polyglutamylation;
PWY-7149	FLAVONOL-SYN; Super-Pathways;	superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium);
PWY-7752	SECONDARY-METABOLITE-BIOSYNTHESIS;	gadusol biosynthesis;
PWY-6612	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis;
PWY-7972	B12-Salvage-From-Cobinamide;	adenosylcobinamideGDP salvage from cobinamide II;
PWY-7861	SECONDARY-METABOLITE-BIOSYNTHESIS;	L-pipecolate biosynthesis;
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;
PWY-5371	QUINONE-SYN;	chrysophanol biosynthesis;
CYANCAT-PWY	Detoxification; NITROGEN-DEG;	cyanate degradation;
PWY-7906	SECONDARY-METABOLITE-BIOSYNTHESIS;	rhizobitoxine biosynthesis;
PWY-6543	Folate-Biosynthesis;	4-aminobenzoate biosynthesis;
P164-PWY	Fermentation; Purine-Degradation;	purine nucleobases degradation I (anaerobic);
PWY-7291	Fatty-Acid-Degradation;	oleate &beta;-oxidation (isomerase-dependent, yeast);
PWY-7907	SECONDARY-METABOLITE-BIOSYNTHESIS;	(2S,3E)-2-amino-4-methoxy-but-3-enoate biosynthesis;
PWY-6614	Folate-Biosynthesis;	tetrahydrofolate biosynthesis;
PWY-7910	SECONDARY-METABOLITE-BIOSYNTHESIS;	homofuraneol biosynthesis;
1CMET2-PWY	Folate-Biosynthesis;	<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis;
PWY-6328	LYSINE-DEG;	L-lysine degradation X;
PWY-7936	SECONDARY-METABOLITE-BIOSYNTHESIS;	psilocybin biosynthesis;
PWY-2161B	Folate-Biosynthesis;	glutamate removal from folates;
PWY-5795	QUINONE-SYN;	juglone biosynthesis;
PWY-7954	SECONDARY-METABOLITE-BIOSYNTHESIS;	tabtoxinine-&beta;-lactam biosynthesis;
PWY-6613	Folate-Biosynthesis;	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate;
PWY-6594	Pyruvate-Degradation; Super-Pathways;	superpathway of <i>Clostridium acetobutylicum</i> solventogenic fermentation;
PWY-5259	METHANOGENESIS;	methanogenesis from methanethiol;
PWY-7955	SECONDARY-METABOLITE-BIOSYNTHESIS;	paerucumarin biosynthesis;
PWY-7539	6-HM-Dihydropterin-PP-Biosynthesis;	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia);
PWY-5321	FLAVONOL-SYN;	quercetin glycoside biosynthesis (Arabidopsis);
PWY-7957	SECONDARY-METABOLITE-BIOSYNTHESIS;	hapalindole H biosynthesis;
PWY-6797	6-HM-Dihydropterin-PP-Biosynthesis;	6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (<i>Methanocaldococcus</i>);
PWY-7958	SECONDARY-METABOLITE-BIOSYNTHESIS;	12-<i>epi</i>-fischerindole biosynthesis;
PWY-6502	Detoxification; Metabolic-Clusters;	oxidized GTP and dGTP detoxification;
PWY-5987	QUINONE-SYN;	sorgoleone biosynthesis;
PWY-7853	6-HM-Dihydropterin-PP-Biosynthesis;	6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (<i>Pyrococcus</i>);
PWY-7959	SECONDARY-METABOLITE-BIOSYNTHESIS;	12-<i>epi</i>-hapalindole biosynthesis;
PWY-6147	6-HM-Dihydropterin-PP-Biosynthesis;	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I;
PWY-7389	Fermentation; Super-Pathways;	superpathway of anaerobic energy metabolism (invertebrates);
PWY-7337	Fatty-Acid-Degradation;	10-<i>cis</i>-heptadecenoyl-CoA degradation (yeast);
PWY-7960	SECONDARY-METABOLITE-BIOSYNTHESIS;	rhabduscin biosynthesis;
PWY-7852	6-HM-Dihydropterin-PP-Biosynthesis;	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium);
PWY-5756	TRITERPENOID-SYN;	saponin biosynthesis II;
PWY-7991	SECONDARY-METABOLITE-BIOSYNTHESIS;	toxoflavin biosynthesis;
PWY-8007	SECONDARY-METABOLITE-BIOSYNTHESIS;	staphylopine biosynthesis;
PWY-7518	QUINONE-SYN;	atromentin biosynthesis;
PWY-7471	CARN-DEG;	D-carnitine degradation I;
PWY-8019	SECONDARY-METABOLITE-BIOSYNTHESIS;	2-hydroxyparaconate and itatartarate biosynthesis;
PWY-7111	Alcohol-Biosynthesis; Pyruvate-Degradation;	pyruvate fermentation to isobutanol (engineered);
PWY-8047	SECONDARY-METABOLITE-BIOSYNTHESIS;	bryostatin biosynthesis;
PWY-7157	FLAVONOL-SYN;	eupatolitin 3-<i>O</i>-glucoside biosynthesis;
PWY8J2-20	SECONDARY-METABOLITE-BIOSYNTHESIS;	pulcherrimin biosynthesis;
PWY-6745	Detoxification;	phytochelatins biosynthesis;
PWY-5780	QUINONE-SYN;	hypericin biosynthesis;
PWY-7340	Fatty-Acid-Degradation;	9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent, yeast);
PWY-5379	CYCLITOLS-DEG; SUGAR-DERIVS;	B series fagopyritols biosynthesis;
LYSDEGII-PWY	LYSINE-DEG;	L-lysine degradation III;
PWY-5054	SUGAR-DERIVS; Sorbitol-Biosynthesis;	D-sorbitol biosynthesis I;
PWY-5380	CYCLITOLS-DEG; SUGAR-DERIVS;	A series fagopyritols biosynthesis;
PWY66-378	HORMONE-SYN;	androgen biosynthesis;
PWY3O-440	Acetoin-Biosynthesis;	pyruvate fermentation to acetoin III;
PWY-6830	METHANOGENESIS; Super-Pathways;	superpathway of methanogenesis;
PWY-5390	FLAVONOL-SYN;	rutin biosynthesis;
PWY-6650	HORMONE-SYN; JH-III-Biosynthesis;	juvenile hormone III biosynthesis II;
OXIDATIVEPENT-PWY	Pentose-Phosphate-Cycle;	pentose phosphate pathway (oxidative branch) I;
PWY-3881	Sugar-Alcohols-Biosynthesis;	mannitol biosynthesis;
PWY-6842	Detoxification;	glutathione-mediated detoxification II;
PWY66-382	HORMONE-SYN;	mineralocorticoid biosynthesis;
PWY-7321	Activation; Inactivation; Metabolic-Clusters;	ecdysteroid metabolism (arthropods);
PWY-2501	Fatty-Acid-Degradation;	fatty acid &alpha;-oxidation I;
PWY-4441	Activation;	DIMBOA-glucoside activation;
PWY-7072	TRITERPENOID-SYN;	hopanoid biosynthesis (bacteria);
PWY-7305	HORMONE-SYN; Super-Pathways;	superpathway of steroid hormone biosynthesis;
PWY-7796	Pentose-Phosphate-Cycle;	pentose phosphate pathway (oxidative branch) II;
PWY-7896	Activation;	isoniazid activation;
PWY-1921	Activation;	indole-3-acetate activation II;
PWY-3641	CARN-DEG;	L-carnitine degradation III;
PWY-5340	Activation; Sulfur-Metabolism;	sulfate activation for sulfonation;
PWY66-394	HORMONE-SYN;	aspirin triggered resolvin E biosynthesis;
PWY-6389	Acetoin-Biosynthesis;	pyruvate fermentation to (<i>S</i>)-acetoin;
PWY-7895	Activation;	ethionamide activation;
PWY-7166	FLAVONOL-SYN;	kaempferide triglycoside biosynthesis;
PWY-7423	HORMONE-SYN; Metabolic-Clusters;	bombykol biosynthesis;
NONOXIPENT-PWY	Pentose-Phosphate-Cycle;	pentose phosphate pathway (non-oxidative branch);
PWY-1822	Activation;	indole-3-acetate activation I;
PWY-5143	Activation; Lipid-Biosynthesis;	long-chain fatty acid activation;
PWY0-1305	Acid-Resistance; GLUTAMATE-DEG;	L-glutamate degradation IX (via 4-aminobutanoate);
PWY66-301	HORMONE-SYN;	catecholamine biosynthesis;
PWY66-388	Fatty-Acid-Degradation;	fatty acid &alpha;-oxidation III;
PWY-6030	HORMONE-SYN;	serotonin and melatonin biosynthesis;
PENTOSE-P-PWY	Pentose-Phosphate-Cycle; Super-Pathways;	pentose phosphate pathway;
PWY-5280	LYSINE-DEG;	L-lysine degradation IV;
PWY66-377	HORMONE-SYN;	pregnenolone biosynthesis;
PWY-5939	Acetoin-Biosynthesis;	pyruvate fermentation to (<i>R</i>)-acetoin II;
METHANOGENESIS-PWY	METHANOGENESIS;	methanogenesis from H<SUB>2</SUB> and CO<SUB>2</SUB>;
PWY-6064	FLAVONOL-SYN;	methylquercetin biosynthesis;
PWY-6575	HORMONE-SYN; JH-III-Biosynthesis;	juvenile hormone III biosynthesis I;
P21-PWY	Pentose-Phosphate-Cycle;	pentose phosphate pathway (partial);
PWY0-1299	Acid-Resistance;	arginine dependent acid resistance;
PWY-7722	Sulfoquinovose-Degradation;	sulfoquinovose degradation II;
PWY66-381	HORMONE-SYN;	glucocorticoid biosynthesis;
PWY-804	Fermentation-to-Acids;	glycolate degradation II;
PWY-5137	Fatty-Acid-Degradation;	fatty acid &beta;-oxidation III (unsaturated, odd number);
PWY-5875	C30-Carotenoids-Biosynthesis; TRITERPENOID-SYN;	staphyloxanthin biosynthesis;
PWY-7446	Sulfoquinovose-Degradation;	sulfoquinovose degradation I;
PWY-7300	HORMONE-SYN;	ecdysone and 20-hydroxyecdysone biosynthesis;
PWY-3602	CARN-DEG;	L-carnitine degradation II;
PWY66-393	HORMONE-SYN;	15-<i>epi</i>-lipoxin biosynthesis;
PWY-5938	Acetoin-Biosynthesis;	pyruvate fermentation to (<i>R</i>)-acetoin I;
PWY-7172	FLAVONOL-SYN;	flavonol acylglucoside biosynthesis III - quercetin derivatives;
PWY-7410	HORMONE-SYN; MONOTERPENOID-SYN;	ipsdienol biosynthesis;
PWY-7685	Acid-Resistance; L-Malate-Degradation;	L-malate degradation I;
PWY66-397	HORMONE-SYN;	resolvin D biosynthesis;
ARO-PWY	Chorismate-Biosynthesis; Super-Pathways;	chorismate biosynthesis I;
PWY-7384	Fermentation-to-Acids; Super-Pathways;	anaerobic energy metabolism (invertebrates, mitochondrial);
PWY-7288	Fatty-Acid-Degradation;	fatty acid &beta;-oxidation (peroxisome, yeast);
PWY-4201	CINNAMATE-SYN; Metabolic-Clusters;	volatile cinnamoic ester biosynthesis;
PWY-7656	HORMONE-SYN; Metabolic-Clusters;	<i>Spodoptera littoralis</i> pheromone biosynthesis;
PWY66-375	HORMONE-SYN;	leukotriene biosynthesis;
PWY-5247	METHANOGENESIS;	methanogenesis from methylamine;
PWY-7129	FLAVONOL-SYN;	quercetin glucoside biosynthesis (<i>Allium</i>);
PWY-6241	HORMONE-SYN;	thyroid hormone biosynthesis;
PWY0-1601	Acid-Resistance; Polyamine-Biosynthesis;	cadaverine biosynthesis;
PWY66-380	HORMONE-SYN;	estradiol biosynthesis I (via estrone);
PWY-6165	Chorismate-Biosynthesis; Super-Pathways;	chorismate biosynthesis II (archaea);
PWY-5109	Fermentation-to-Acids;	fermentation to 2-methylbutanoate;
PWY-7307	Fatty-Acid-Degradation;	oleate &beta;-oxidation (reductase-dependent, yeast);
PWY-7474	TRITERPENOID-SYN;	avenacin A-2 biosynthesis;
PWY-7299	HORMONE-SYN;	progesterone biosynthesis;
PWY66-392	HORMONE-SYN;	lipoxin biosynthesis;
PWY-7192	FLAVONOL-SYN;	quercetin diglycoside biosynthesis (pollen-specific);
PWY-7306	HORMONE-SYN;	estradiol biosynthesis II;
ASPARAGINE-DEG1-PWY-1	ASPARAGINE-DEG;	L-asparagine degradation III (mammalian);
PWY66-395	HORMONE-SYN;	aspirin triggered resolvin D biosynthesis;
PWY-6163	Chorismate-Biosynthesis;	chorismate biosynthesis from 3-dehydroquinate;
FERMENTATION-PWY	Fermentation-to-Acids; Pyruvate-Ethanol-Fermentation;	mixed acid fermentation;
PWY-7339	Fatty-Acid-Degradation;	10-<i>trans</i>-heptadecenoyl-CoA degradation (MFE-dependent, yeast);
PWY-5859	CINNAMATE-SYN;	eugenol and isoeugenol biosynthesis;
PWY-7654	HORMONE-SYN; Metabolic-Clusters;	(8<i>E</i>,10<i>E</i>)-dodeca-8,10-dienol biosynthesis;
PWY66-374	HORMONE-SYN;	C20 prostanoid biosynthesis;
PWY-5261	METHANOGENESIS;	methanogenesis from tetramethylammonium;
PWY-7143	FLAVONOL-SYN;	kaempferol gentiobioside biosynthesis;
ASPARAGINE-DEG1-PWY	ASPARAGINE-DEG;	L-asparagine degradation I;
PWY-7925	Rubber-Degradation;	rubber degradation II;
PWY-5358	Electron-Transfer; Tetrathionate-Reduction;	tetrathionate reduction I (to thiosulfate);
PWY-6008	TRITERPENOID-SYN;	baruol biosynthesis;
PWY-7924	Rubber-Degradation;	rubber degradation I;
PWY18C3-16	ACYLSUGAR-BIOSYNTHESIS;	acylsucrose biosynthesis (<i>Solanum habrochaites</i>);
PWY18C3-9	ACYLSUGAR-BIOSYNTHESIS;	diacylsucrose biosynthesis (<i>Solanum</i>);
SHIKIMATEDEG-PWY	Shikimate-Degradation;	shikimate degradation I;
PWY18C3-10	ACYLSUGAR-BIOSYNTHESIS; Metabolic-Clusters;	triacylsucrose biosynthesis (<i>Solanum</i>);
PWY18C3-15	ACYLSUGAR-BIOSYNTHESIS;	acylsucrose biosynthesis (<i>Solanum pennellii</i>);
PWY-6419	Shikimate-Degradation;	shikimate degradation II;
PWY-7995	FLAVONOL-SYN;	tricin biosynthesis;
PWY18C3-8	ACYLSUGAR-BIOSYNTHESIS;	monoacylsucrose biosynthesis (<i>Solanum</i>);
PWY18C3-12	ACYLSUGAR-BIOSYNTHESIS; Super-Pathways;	superpathway of acylsucrose biosynthesis (cultivated tomato);
PWY-4002	ASPARAGINE-DEG;	L-asparagine degradation II;
PWY-101	Electron-Transfer; Photosynthesis;	photosynthesis light reactions;
PWY18C3-17	ACYLSUGAR-BIOSYNTHESIS; Super-Pathways;	superpathway of acylsucrose biosynthesis (wild tomato);
P161-PWY	Acetate-Formation; Pyruvate-Ethanol-Fermentation;	acetylene degradation (anaerobic);
PWY-6049	Dimethylsulfoniopropionate-Degradation; Super-Pathways;	superpathway of dimethylsulfoniopropanoate degradation;
PWY-3661-1	Glycine-Betaine-Degradation;	glycine betaine degradation II (mammalian);
PWY-6039	CINNAMATE-SYN;	chlorogenic acid biosynthesis I;
PWY18C3-11	ACYLSUGAR-BIOSYNTHESIS; Metabolic-Clusters;	tetraacylsucrose biosynthesis (<i>Solanum</i>);
PWY-7101	Plant-Hormone-Biosynthesis;	5-deoxystrigol biosynthesis;
GLUTDEG-PWY	ASPARTATE-SYN; GLUTAMATE-DEG;	L-glutamate degradation II;
METH-ACETATE-PWY	METHANOGENESIS;	methanogenesis from acetate;
PWY-5320	FLAVONOL-SYN;	kaempferol glycoside biosynthesis (Arabidopsis);
PWY-5815	POLYTERPENOID-SYN;	rubber biosynthesis;
PWY0-1591	Electron-Transfer;	glycerol-3-phosphate to hydrogen peroxide electron transport;
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;
PWY-6046	Dimethylsulfoniopropionate-Degradation;	dimethylsulfoniopropanoate degradation I (cleavage);
PWY-3661	Glycine-Betaine-Degradation;	glycine betaine degradation I;
PWY-8028	Sterol-Biosynthesis; TRITERPENOID-SYN;	cycloartenol biosynthesis;
PWY-7404	Sphingolipid-Biosynthesis;	ceramide phosphoethanolamine biosynthesis;
PWY-6258	SESQUITERPENOID-SYN;	patchoulol biosynthesis;
ASPARTATESYN-PWY	ASPARTATE-SYN;	L-aspartate biosynthesis;
PWY-7838	Sphingolipid-Biosynthesis;	globo-series glycosphingolipids biosynthesis;
PWY-7151	FLAVONOL-SYN;	polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium);
PWY-6275	SESQUITERPENOID-SYN;	&beta;-caryophyllene biosynthesis;
PWY-7841	Sphingolipid-Biosynthesis;	neolacto-series glycosphingolipids biosynthesis;
PWY-6291	SESQUITERPENOID-SYN;	valencene and 7-epi-&alpha;-selinene biosynthesis;
PWY-7980	Electron-Transfer; Transport-Pathways;	ATP biosynthesis;
PWY-5536	Acetate-Formation;	acetate formation from acetyl-CoA (succinate);
PWY-6362	Phytate-Biosynthesis;	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian);
PWY-6056	Dimethylsulfoniopropionate-Degradation;	dimethylsulfoniopropanoate degradation II (cleavage);
PWY-7460	CINNAMATE-SYN;	2-<i>O</i>-acetyl-3-<i>O</i>-<i>trans</i>-coutarate biosynthesis;
SPHINGOLIPID-SYN-PWY	Sphingolipid-Biosynthesis;	sphingolipid biosynthesis (yeast);
PWY-2921	SESQUITERPENOID-SYN; TERPENOID-PHYTOALEXINS;	capsidiol biosynthesis;
PWY-7836	Sphingolipid-Biosynthesis;	ganglio-series glycosphingolipids biosynthesis;
PWY-6220	Jasmonates-Biosynthesis;	jasmonoyl-amino acid conjugates biosynthesis I;
PWY-6836	SESQUITERPENOID-SYN;	santalene biosynthesis II;
