#GO_id	Name	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
GO:0016791	"phosphatase activity"	11	0.11	669.98	0.04	25.85	0.02	0.83	0.00	641.95	0.07	1.34	0.00
GO:0097698	"telomere maintenance via base-excision repair"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
GO:0102250	"linear malto-oligosaccharide phosphorylase activity"	2	0.02	84.72	0.01	1.48	0.00	16.67	0.01	63.98	0.01	2.59	0.00
GO:0004222	"metalloendopeptidase activity"	56	0.54	3765.59	0.24	129.57	0.10	439.06	0.20	3079.14	0.34	117.83	0.04
GO:0004145	"diamine N-acetyltransferase activity"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
GO:0016763	"transferase activity, transferring pentosyl groups"	5	0.05	197.68	0.01	3.58	0.00	0.44	0.00	191.96	0.02	1.71	0.00
GO:0019441	"tryptophan catabolic process to kynurenine"	4	0.04	207.77	0.01	0.35	0.00	4.37	0.00	201.76	0.02	1.29	0.00
GO:0030488	"tRNA methylation"	4	0.04	308.52	0.02	7.23	0.01	3.85	0.00	296.64	0.03	0.80	0.00
GO:0000015	"phosphopyruvate hydratase complex"	2	0.02	227.80	0.01	0.05	0.00	3.61	0.00	223.12	0.02	1.02	0.00
GO:0005542	"folic acid binding"	2	0.02	42.46	0.00	0.02	0.00	3.65	0.00	36.59	0.00	2.19	0.00
GO:0044780	"bacterial-type flagellum assembly"	10	0.10	624.32	0.04	0.11	0.00	7.16	0.00	614.98	0.07	2.08	0.00
GO:0006364	"rRNA processing"	41	0.39	2181.01	0.14	67.07	0.05	47.88	0.02	2048.14	0.22	17.93	0.01
GO:0090294	"nitrogen catabolite activation of transcription"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
GO:0004358	"glutamate N-acetyltransferase activity"	5	0.05	458.16	0.03	14.13	0.01	6.25	0.00	434.30	0.05	3.48	0.00
GO:0009264	"deoxyribonucleotide catabolic process"	4	0.04	193.08	0.01	12.98	0.01	0.16	0.00	179.52	0.02	0.42	0.00
GO:0008982	"protein-N(PI)-phosphohistidine-sugar phosphotransferase activity"	5	0.05	159.71	0.01	4.79	0.00	0.01	0.00	154.78	0.02	0.14	0.00
GO:0090181	"regulation of cholesterol metabolic process"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
GO:0042884	"microcin transport"	3	0.03	88.00	0.01	0.07	0.00	10.91	0.01	74.69	0.01	2.34	0.00
GO:1904985	"negative regulation of quinolinate biosynthetic process"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
GO:0033212	"iron assimilation"	2	0.02	314.10	0.02	6.49	0.01	0.54	0.00	306.37	0.03	0.70	0.00
GO:0008849	"enterochelin esterase activity"	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
GO:0016784	"3-mercaptopyruvate sulfurtransferase activity"	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
GO:0070404	"NADH binding"	4	0.04	90.00	0.01	10.30	0.01	5.14	0.00	70.96	0.01	3.60	0.00
GO:0031406	"carboxylic acid binding"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
GO:0006434	"seryl-tRNA aminoacylation"	2	0.02	82.74	0.01	2.77	0.00	0.00	0.00	79.86	0.01	0.12	0.00
GO:0005524	"ATP binding"	1001	9.63	95116.18	6.08	6955.77	5.42	12320.05	5.73	59971.22	6.53	15869.13	5.23
GO:0019516	"lactate oxidation"	5	0.05	754.75	0.05	0.35	0.00	2.03	0.00	750.84	0.08	1.54	0.00
GO:0015699	"antimonite transport"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
GO:0004493	"methylmalonyl-CoA epimerase activity"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
GO:0006654	"phosphatidic acid biosynthetic process"	3	0.03	155.19	0.01	20.49	0.02	1.31	0.00	130.37	0.01	3.01	0.00
GO:0070626	"(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity"	4	0.04	308.97	0.02	1.07	0.00	0.72	0.00	306.48	0.03	0.70	0.00
GO:0090609	"single-species submerged biofilm formation"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
GO:0035429	"gluconate transmembrane transport"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
GO:0006106	"fumarate metabolic process"	3	0.03	225.37	0.01	0.01	0.00	0.46	0.00	223.11	0.02	1.80	0.00
GO:0004590	"orotidine-5'-phosphate decarboxylase activity"	3	0.03	119.98	0.01	3.28	0.00	16.80	0.01	97.18	0.01	2.72	0.00
GO:0004658	"propionyl-CoA carboxylase activity"	2	0.02	114.24	0.01	8.38	0.01	0.22	0.00	105.29	0.01	0.35	0.00
GO:2000147	"positive regulation of cell motility"	2	0.02	81.33	0.01	0.21	0.00	0.16	0.00	80.82	0.01	0.13	0.00
GO:0030908	"protein splicing"	1	0.01	34.27	0.00	0.00	0.00	0.00	0.00	34.26	0.00	0.00	0.00
GO:0005993	"trehalose catabolic process"	2	0.02	92.85	0.01	6.03	0.00	3.48	0.00	82.63	0.01	0.71	0.00
GO:0047121	"isoquinoline 1-oxidoreductase activity"	2	0.02	26.30	0.00	0.51	0.00	0.00	0.00	25.66	0.00	0.13	0.00
GO:0046421	"methylisocitrate lyase activity"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
GO:0019254	"carnitine metabolic process, CoA-linked"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
GO:0031241	"periplasmic side of cell outer membrane"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
GO:0018738	"S-formylglutathione hydrolase activity"	2	0.02	256.74	0.02	0.01	0.00	0.57	0.00	255.82	0.03	0.34	0.00
GO:0008808	"cardiolipin synthase activity"	12	0.12	1006.87	0.06	13.05	0.01	1.95	0.00	989.90	0.11	1.97	0.00
GO:0004683	"calmodulin-dependent protein kinase activity"	2	0.02	117.61	0.01	0.56	0.00	18.54	0.01	95.48	0.01	3.02	0.00
GO:0050880	"regulation of blood vessel size"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
GO:0008784	"alanine racemase activity"	2	0.02	111.30	0.01	0.91	0.00	0.06	0.00	110.14	0.01	0.19	0.00
GO:0003952	"NAD+ synthase (glutamine-hydrolyzing) activity"	4	0.04	231.69	0.01	10.56	0.01	16.60	0.01	201.92	0.02	2.61	0.00
GO:0003690	"double-stranded DNA binding"	9	0.09	688.92	0.04	18.23	0.01	1.28	0.00	667.53	0.07	1.88	0.00
GO:0009245	"lipid A biosynthetic process"	14	0.13	986.16	0.06	24.29	0.02	16.59	0.01	936.22	0.10	9.05	0.00
GO:0032088	"negative regulation of NF-kappaB transcription factor activity"	2	0.02	58.21	0.00	0.00	0.00	0.55	0.00	57.52	0.01	0.14	0.00
GO:0019200	"carbohydrate kinase activity"	3	0.03	112.12	0.01	0.14	0.00	0.37	0.00	110.18	0.01	1.42	0.00
GO:0008535	"respiratory chain complex IV assembly"	3	0.03	331.44	0.02	0.05	0.00	0.72	0.00	330.16	0.04	0.52	0.00
GO:0043754	"dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity"	5	0.05	208.56	0.01	11.28	0.01	0.24	0.00	196.42	0.02	0.61	0.00
GO:0004048	"anthranilate phosphoribosyltransferase activity"	4	0.04	337.17	0.02	0.93	0.00	0.71	0.00	334.70	0.04	0.84	0.00
GO:0044212	"transcription regulatory region DNA binding"	6	0.06	257.64	0.02	13.35	0.01	0.27	0.00	243.42	0.03	0.60	0.00
GO:0009767	"photosynthetic electron transport chain"	2	0.02	1884.51	0.12	325.55	0.25	585.20	0.27	84.40	0.01	889.36	0.29
GO:0009247	"glycolipid biosynthetic process"	5	0.05	258.51	0.02	0.25	0.00	0.52	0.00	257.50	0.03	0.24	0.00
GO:0097172	"N-acetylmuramic acid metabolic process"	2	0.02	39.74	0.00	0.14	0.00	0.36	0.00	37.85	0.00	1.39	0.00
GO:0016491	"oxidoreductase activity"	364	3.50	40854.35	2.61	2818.51	2.20	5002.94	2.32	25767.69	2.81	7265.21	2.39
GO:0008611	"ether lipid biosynthetic process"	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
GO:0008285	"negative regulation of cell proliferation"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
GO:0008935	"1,4-dihydroxy-2-naphthoyl-CoA synthase activity"	2	0.02	1886.79	0.12	325.55	0.25	585.18	0.27	86.70	0.01	889.36	0.29
GO:0009428	"bacterial-type flagellum basal body, distal rod, P ring"	2	0.02	52.97	0.00	0.03	0.00	3.61	0.00	48.58	0.01	0.76	0.00
GO:0036068	"light-independent chlorophyll biosynthetic process"	1	0.01	69.50	0.00	0.00	0.00	0.02	0.00	69.46	0.01	0.02	0.00
GO:0044205	"'de novo' UMP biosynthetic process"	24	0.23	1107.74	0.07	122.72	0.10	31.89	0.01	919.27	0.10	33.87	0.01
GO:0009349	"riboflavin synthase complex"	5	0.05	259.11	0.02	10.69	0.01	16.70	0.01	229.09	0.02	2.63	0.00
GO:0009146	"purine nucleoside triphosphate catabolic process"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
GO:0015891	"siderophore transport"	4	0.04	133.33	0.01	0.69	0.00	0.07	0.00	132.32	0.01	0.25	0.00
GO:0030257	"type III protein secretion system complex"	2	0.02	231.40	0.01	0.01	0.00	0.40	0.00	230.65	0.03	0.34	0.00
GO:0004823	"leucine-tRNA ligase activity"	3	0.03	379.26	0.02	0.34	0.00	1.24	0.00	376.84	0.04	0.84	0.00
GO:0047547	"2-methylcitrate dehydratase activity"	4	0.04	116.42	0.01	0.00	0.00	1.10	0.00	115.04	0.01	0.27	0.00
GO:0016661	"oxidoreductase activity, acting on other nitrogenous compounds as donors"	2	0.02	140.37	0.01	0.00	0.00	0.16	0.00	140.15	0.02	0.06	0.00
GO:0050152	"omega-amidase activity"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
GO:0051260	"protein homooligomerization"	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
GO:0050334	"thiaminase activity"	1	0.01	72.17	0.00	0.00	0.00	0.02	0.00	72.14	0.01	0.01	0.00
GO:0102523	"2-chloroacrylate reductase activity"	1	0.01	91.39	0.01	0.33	0.00	0.61	0.00	90.02	0.01	0.43	0.00
GO:0008863	"formate dehydrogenase (NAD+) activity"	2	0.02	217.69	0.01	0.01	0.00	0.40	0.00	216.93	0.02	0.35	0.00
GO:0034204	"lipid translocation"	2	0.02	112.61	0.01	4.85	0.00	3.57	0.00	103.71	0.01	0.47	0.00
GO:0033177	"proton-transporting two-sector ATPase complex, proton-transporting domain"	5	0.05	872.87	0.06	3.49	0.00	3.69	0.00	862.83	0.09	2.86	0.00
GO:0004417	"hydroxyethylthiazole kinase activity"	2	0.02	212.64	0.01	0.01	0.00	0.42	0.00	211.88	0.02	0.33	0.00
GO:0006777	"Mo-molybdopterin cofactor biosynthetic process"	8	0.08	2234.21	0.14	306.39	0.24	564.73	0.26	509.01	0.06	854.08	0.28
GO:0103117	"UDP-3-O-acyl-N-acetylglucosamine deacetylase activity"	3	0.03	234.37	0.01	0.28	0.00	3.76	0.00	229.18	0.02	1.15	0.00
GO:0008890	"glycine C-acetyltransferase activity"	2	0.02	106.57	0.01	17.86	0.01	1.31	0.00	84.42	0.01	2.98	0.00
GO:0001882	"nucleoside binding"	1	0.01	25.03	0.00	0.13	0.00	0.10	0.00	24.72	0.00	0.09	0.00
GO:0040002	"collagen and cuticulin-based cuticle development"	1	0.01	40.10	0.00	0.00	0.00	0.00	0.00	40.10	0.00	0.00	0.00
GO:0008839	"4-hydroxy-tetrahydrodipicolinate reductase"	4	0.04	130.12	0.01	0.31	0.00	4.48	0.00	122.57	0.01	2.78	0.00
GO:0031522	"cell envelope Sec protein transport complex"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
GO:0017136	"NAD-dependent histone deacetylase activity"	2	0.02	313.30	0.02	0.33	0.00	1.05	0.00	311.05	0.03	0.87	0.00
GO:0034458	"3'-5' RNA helicase activity"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
GO:0032892	"positive regulation of organic acid transport"	2	0.02	55.49	0.00	0.00	0.00	0.00	0.00	55.49	0.01	0.00	0.00
GO:0003697	"single-stranded DNA binding"	22	0.21	710.82	0.05	10.72	0.01	8.22	0.00	685.18	0.07	6.70	0.00
GO:0019143	"3-deoxy-manno-octulosonate-8-phosphatase activity"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
GO:0031402	"sodium ion binding"	5	0.05	176.12	0.01	0.23	0.00	0.28	0.00	174.05	0.02	1.57	0.00
GO:0009847	"spore germination"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
GO:1901137	"carbohydrate derivative biosynthetic process"	5	0.05	378.38	0.02	2.61	0.00	0.82	0.00	372.86	0.04	2.09	0.00
GO:0004489	"methylenetetrahydrofolate reductase (NAD(P)H) activity"	3	0.03	66.48	0.00	0.33	0.00	0.10	0.00	65.92	0.01	0.13	0.00
GO:0043448	"alkane catabolic process"	2	0.02	42.30	0.00	0.24	0.00	3.93	0.00	37.22	0.00	0.92	0.00
GO:0004822	"isoleucine-tRNA ligase activity"	2	0.02	77.96	0.00	3.27	0.00	0.06	0.00	74.41	0.01	0.22	0.00
GO:0052143	"chemotaxis on or near host involved in symbiotic interaction"	2	0.02	69.27	0.00	0.03	0.00	3.61	0.00	64.88	0.01	0.76	0.00
GO:0031419	"cobalamin binding"	17	0.16	808.08	0.05	72.75	0.06	26.20	0.01	680.10	0.07	29.03	0.01
GO:0022857	"transmembrane transporter activity"	102	0.98	12401.55	0.79	978.40	0.76	1966.17	0.91	6767.79	0.74	2689.19	0.89
GO:0008460	"dTDP-glucose 4,6-dehydratase activity"	3	0.03	321.56	0.02	0.05	0.00	0.87	0.00	319.92	0.03	0.72	0.00
GO:0008311	"double-stranded DNA 3'-5' exodeoxyribonuclease activity"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
GO:0030288	"outer membrane-bounded periplasmic space"	58	0.56	3560.03	0.23	71.24	0.06	44.04	0.02	3410.49	0.37	34.27	0.01
GO:0019242	"methylglyoxal biosynthetic process"	2	0.02	114.24	0.01	0.32	0.00	0.58	0.00	112.84	0.01	0.50	0.00
GO:0008693	"3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
GO:0010461	"light-activated ion channel activity"	1	0.01	61.15	0.00	0.00	0.00	0.15	0.00	60.99	0.01	0.01	0.00
GO:0018114	"threonine racemase activity"	4	0.04	123.02	0.01	0.21	0.00	0.44	0.00	120.69	0.01	1.68	0.00
GO:0004324	"ferredoxin-NADP+ reductase activity"	4	0.04	1908.85	0.12	285.31	0.22	587.28	0.27	136.62	0.01	899.62	0.30
GO:0003746	"translation elongation factor activity"	16	0.15	1175.73	0.08	29.63	0.02	2.76	0.00	1137.86	0.12	5.49	0.00
GO:0008641	"ubiquitin-like modifier activating enzyme activity"	3	0.03	137.62	0.01	0.03	0.00	3.56	0.00	133.16	0.01	0.87	0.00
GO:0055052	"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"	1	0.01	40.10	0.00	0.00	0.00	0.00	0.00	40.10	0.00	0.00	0.00
GO:0008891	"glycolate oxidase activity"	2	0.02	66.73	0.00	0.30	0.00	16.61	0.01	47.50	0.01	2.31	0.00
GO:0000725	"recombinational repair"	3	0.03	264.05	0.02	19.90	0.02	40.21	0.02	146.88	0.02	57.07	0.02
GO:0006119	"oxidative phosphorylation"	9	0.09	376.57	0.02	0.28	0.00	16.82	0.01	353.95	0.04	5.52	0.00
GO:0102483	"scopolin beta-glucosidase activity"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
GO:0047529	"2,3-dimethylmalate lyase activity"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
GO:0070904	"transepithelial L-ascorbic acid transport"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
GO:0004176	"ATP-dependent peptidase activity"	3	0.03	1881.99	0.12	337.68	0.26	586.24	0.27	66.04	0.01	892.02	0.29
GO:0055114	"oxidation-reduction process"	621	5.97	62946.30	4.02	4297.81	3.35	7893.93	3.67	39781.46	4.33	10973.12	3.61
GO:0047480	"UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity"	3	0.03	256.70	0.02	8.38	0.01	0.59	0.00	247.01	0.03	0.72	0.00
GO:0004575	"sucrose alpha-glucosidase activity"	3	0.03	157.94	0.01	0.00	0.00	0.06	0.00	157.80	0.02	0.08	0.00
GO:0006081	"cellular aldehyde metabolic process"	3	0.03	109.78	0.01	0.39	0.00	0.11	0.00	109.10	0.01	0.17	0.00
GO:0004355	"glutamate synthase (NADPH) activity"	7	0.07	325.93	0.02	0.67	0.00	8.02	0.00	314.67	0.03	2.57	0.00
GO:0009624	"response to nematode"	1	0.01	27.20	0.00	9.77	0.01	1.08	0.00	13.70	0.00	2.65	0.00
GO:0006616	"SRP-dependent cotranslational protein targeting to membrane, translocation"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
GO:0052869	"arachidonic acid omega-hydroxylase activity"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
GO:0005654	"nucleoplasm"	9	0.09	407.34	0.03	2.90	0.00	7.89	0.00	392.59	0.04	3.96	0.00
GO:0004475	"mannose-1-phosphate guanylyltransferase activity"	4	0.04	349.20	0.02	0.30	0.00	1.03	0.00	347.04	0.04	0.83	0.00
GO:0019144	"ADP-sugar diphosphatase activity"	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
GO:0019396	"gallate catabolic process"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
GO:0050311	"sulfite reductase (ferredoxin) activity"	2	0.02	264.10	0.02	0.01	0.00	0.42	0.00	263.31	0.03	0.36	0.00
GO:0033748	"hydrogenase (acceptor) activity"	2	0.02	144.85	0.01	0.01	0.00	0.08	0.00	144.71	0.02	0.05	0.00
GO:0033218	"amide binding"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
GO:0004337	"geranyltranstransferase activity"	4	0.04	299.77	0.02	20.19	0.02	44.14	0.02	176.11	0.02	59.33	0.02
GO:0044826	"viral genome integration into host DNA"	2	0.02	102.01	0.01	7.96	0.01	0.13	0.00	93.59	0.01	0.33	0.00
GO:0000286	"alanine dehydrogenase activity"	2	0.02	204.61	0.01	0.21	0.00	0.45	0.00	203.51	0.02	0.44	0.00
GO:0003848	"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
GO:0044877	"protein-containing complex binding"	3	0.03	259.29	0.02	0.36	0.00	5.18	0.00	250.61	0.03	3.14	0.00
GO:0070026	"nitric oxide binding"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
GO:0003723	"RNA binding"	152	1.46	26054.47	1.66	3155.00	2.46	5799.82	2.70	8961.00	0.98	8138.65	2.68
GO:0045717	"negative regulation of fatty acid biosynthetic process"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
GO:0004742	"dihydrolipoyllysine-residue acetyltransferase activity"	6	0.06	352.89	0.02	13.22	0.01	1.76	0.00	332.90	0.04	5.00	0.00
GO:0030955	"potassium ion binding"	6	0.06	360.93	0.02	14.99	0.01	3.68	0.00	341.43	0.04	0.83	0.00
GO:0016209	"antioxidant activity"	28	0.27	5411.44	0.35	672.98	0.52	1197.54	0.56	1732.76	0.19	1808.15	0.60
GO:0006415	"translational termination"	18	0.17	2709.11	0.17	358.80	0.28	604.13	0.28	843.90	0.09	902.28	0.30
GO:0043891	"glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
GO:0050100	"methylitaconate delta-isomerase activity"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
GO:0015210	"uracil transmembrane transporter activity"	2	0.02	55.58	0.00	0.00	0.00	0.00	0.00	55.57	0.01	0.01	0.00
GO:0018106	"peptidyl-histidine phosphorylation"	2	0.02	26.22	0.00	0.23	0.00	0.25	0.00	24.36	0.00	1.38	0.00
GO:0004731	"purine-nucleoside phosphorylase activity"	5	0.05	439.73	0.03	20.73	0.02	2.39	0.00	412.79	0.04	3.81	0.00
GO:0019529	"taurine catabolic process"	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
GO:0001682	"tRNA 5'-leader removal"	2	0.02	51.58	0.00	7.31	0.01	1.02	0.00	41.09	0.00	2.16	0.00
GO:0004357	"glutamate-cysteine ligase activity"	3	0.03	155.11	0.01	2.40	0.00	0.25	0.00	152.32	0.02	0.14	0.00
GO:0050784	"cocaine catabolic process"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
GO:0009916	"alternative oxidase activity"	1	0.01	13.34	0.00	0.21	0.00	0.03	0.00	13.00	0.00	0.10	0.00
GO:0006208	"pyrimidine nucleobase catabolic process"	1	0.01	42.14	0.00	0.24	0.00	16.39	0.01	23.21	0.00	2.31	0.00
GO:0035435	"phosphate ion transmembrane transport"	8	0.08	320.90	0.02	1.15	0.00	0.55	0.00	315.65	0.03	3.55	0.00
GO:0047689	"aspartate racemase activity"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
GO:0006083	"acetate metabolic process"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
GO:0009403	"toxin biosynthetic process"	4	0.04	244.13	0.02	7.79	0.01	0.31	0.00	235.65	0.03	0.38	0.00
GO:0004664	"prephenate dehydratase activity"	2	0.02	53.23	0.00	0.03	0.00	3.64	0.00	48.79	0.01	0.78	0.00
GO:0009539	"photosystem II reaction center"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
GO:0004803	"transposase activity"	14	0.13	442.08	0.03	4.75	0.00	6.28	0.00	425.60	0.05	5.46	0.00
GO:0007566	"embryo implantation"	2	0.02	58.21	0.00	0.00	0.00	0.55	0.00	57.52	0.01	0.14	0.00
GO:0043215	"daunorubicin transport"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
GO:0004655	"porphobilinogen synthase activity"	2	0.02	26.47	0.00	0.21	0.00	0.04	0.00	24.70	0.00	1.51	0.00
GO:0070224	"sulfide:quinone oxidoreductase activity"	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
GO:0046177	"D-gluconate catabolic process"	5	0.05	496.93	0.03	0.74	0.00	5.18	0.00	489.00	0.05	2.01	0.00
GO:0030425	"dendrite"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
GO:0008170	"N-methyltransferase activity"	6	0.06	273.44	0.02	11.36	0.01	20.40	0.01	238.09	0.03	3.60	0.00
GO:0008967	"phosphoglycolate phosphatase activity"	5	0.05	329.03	0.02	0.03	0.00	4.16	0.00	323.70	0.04	1.15	0.00
GO:0052621	"diguanylate cyclase activity"	5	0.05	394.34	0.03	5.02	0.00	0.97	0.00	387.47	0.04	0.87	0.00
GO:0006207	"'de novo' pyrimidine nucleobase biosynthetic process"	16	0.15	724.63	0.05	63.60	0.05	25.33	0.01	618.16	0.07	17.54	0.01
GO:1902201	"negative regulation of bacterial-type flagellum-dependent cell motility"	4	0.04	147.24	0.01	3.59	0.00	0.71	0.00	141.64	0.02	1.31	0.00
GO:0004620	"phospholipase activity"	2	0.02	93.29	0.01	0.01	0.00	0.03	0.00	93.24	0.01	0.02	0.00
GO:0010033	"response to organic substance"	2	0.02	64.45	0.00	0.12	0.00	0.14	0.00	64.07	0.01	0.12	0.00
GO:0018849	"muconate cycloisomerase activity"	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
GO:0039020	"pronephric nephron tubule development"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
GO:0008721	"D-serine ammonia-lyase activity"	4	0.04	123.02	0.01	0.21	0.00	0.44	0.00	120.69	0.01	1.68	0.00
GO:0046467	"membrane lipid biosynthetic process"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
GO:0018249	"protein dehydration"	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
GO:0004845	"uracil phosphoribosyltransferase activity"	5	0.05	163.74	0.01	13.69	0.01	1.17	0.00	145.75	0.02	3.13	0.00
GO:0047443	"4-hydroxy-4-methyl-2-oxoglutarate aldolase activity"	3	0.03	79.52	0.01	0.00	0.00	0.55	0.00	78.83	0.01	0.15	0.00
GO:0016855	"racemase and epimerase activity, acting on amino acids and derivatives"	3	0.03	1915.33	0.12	325.55	0.25	585.46	0.27	114.92	0.01	889.40	0.29
GO:0032784	"regulation of DNA-templated transcription, elongation"	8	0.08	652.73	0.04	9.91	0.01	4.49	0.00	636.47	0.07	1.86	0.00
GO:0052929	"ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity"	4	0.04	168.67	0.01	0.15	0.00	0.25	0.00	166.73	0.02	1.54	0.00
GO:0031901	"early endosome membrane"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
GO:0031515	"tRNA (m1A) methyltransferase complex"	3	0.03	112.92	0.01	7.22	0.01	3.43	0.00	101.80	0.01	0.47	0.00
GO:0008127	"quercetin 2,3-dioxygenase activity"	3	0.03	1919.22	0.12	282.94	0.22	587.36	0.27	150.67	0.02	898.24	0.30
GO:0090503	"RNA phosphodiester bond hydrolysis, exonucleolytic"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
GO:0052935	"ethanol:cytochrome c oxidoreductase activity"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
GO:0001760	"aminocarboxymuconate-semialdehyde decarboxylase activity"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
GO:0045956	"positive regulation of calcium ion-dependent exocytosis"	2	0.02	83.29	0.01	7.47	0.01	0.23	0.00	75.36	0.01	0.23	0.00
