#Gene	Contig	Start	End	Gene_Length	Strand	Feature	Taxonomy
metaerg.pl|14868	NODE_263350_length_789_cov_47.8243	1	789	789	-1	bac_16SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;uncultured
metaerg.pl|14871	NODE_263410_length_789_cov_8.18801	77	178	102	1	bac_5SrRNA	unknown
metaerg.pl|14869	NODE_263369_length_789_cov_23.0599	2	498	497	1	bac_23SrRNA	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales
metaerg.pl|14870	NODE_263369_length_789_cov_23.0599	582	691	110	1	bac_5SrRNA	unknown
metaerg.pl|14873	NODE_265273_length_784_cov_65.8601	2	783	782	-1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales
metaerg.pl|14876	NODE_265675_length_783_cov_52.2843	2	783	782	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria
metaerg.pl|14878	NODE_265742_length_783_cov_6.2033	2	782	781	-1	euk_28SrRNA	unknown
metaerg.pl|14880	NODE_266867_length_780_cov_98.2552	497	780	284	1	bac_16SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseinatronobacter
metaerg.pl|14882	NODE_267696_length_778_cov_94.9101	1	777	777	-1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Salinarimonas
metaerg.pl|14883	NODE_268598_length_776_cov_7.48266	420	519	100	-1	bac_5SrRNA	unknown
metaerg.pl|14884	NODE_269338_length_774_cov_70.42	2	774	773	-1	bac_23SrRNA	Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae
metaerg.pl|14886	NODE_270689_length_771_cov_3.39665	1	770	770	-1	bac_23SrRNA	Bacteria;Bacteroidetes;Rhodothermia
metaerg.pl|14890	NODE_271998_length_768_cov_2.82889	2	454	453	-1	bac_23SrRNA	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae
metaerg.pl|14892	NODE_272543_length_767_cov_2.32303	273	719	447	-1	bac_23SrRNA	unknown
metaerg.pl|14894	NODE_272646_length_766_cov_7.827	253	765	513	1	bac_23SrRNA	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Oscillatoriaceae;Oscillatoria PCC-6304
metaerg.pl|14895	NODE_273281_length_765_cov_2.88451	1	759	759	1	bac_23SrRNA	Bacteria;Verrucomicrobia;Verrucomicrobiae
metaerg.pl|14897	NODE_273880_length_763_cov_204.36	1	761	761	-1	bac_23SrRNA	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae
metaerg.pl|14898	NODE_275185_length_760_cov_49.1177	204	760	557	1	bac_23SrRNA	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae
metaerg.pl|14899	NODE_275752_length_759_cov_4.22727	1	759	759	1	bac_16SrRNA	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
metaerg.pl|14900	NODE_276080_length_758_cov_22.4751	1	758	758	1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria
metaerg.pl|14901	NODE_277312_length_755_cov_35.44	1	543	543	-1	bac_16SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae
metaerg.pl|14902	NODE_278627_length_752_cov_83.132	5	752	748	1	bac_16SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae
metaerg.pl|14905	NODE_278630_length_752_cov_72.3845	506	751	246	-1	bac_16SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;uncultured
metaerg.pl|14908	NODE_280051_length_749_cov_3.90346	1	749	749	-1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
metaerg.pl|14906	NODE_279914_length_749_cov_155.251	2	749	748	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
metaerg.pl|14910	NODE_280343_length_748_cov_67.1342	641	746	106	-1	bac_5SrRNA	unknown
metaerg.pl|14912	NODE_281200_length_746_cov_173.964	1	746	746	1	bac_16SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaculum
metaerg.pl|14914	NODE_281204_length_746_cov_136.399	2	746	745	1	bac_16SrRNA	Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae
metaerg.pl|14915	NODE_281665_length_745_cov_40.2855	4	745	742	1	bac_23SrRNA	Bacteria;Gemmatimonadetes;Gemmatimonadetes
metaerg.pl|14920	NODE_282996_length_742_cov_25.0626	582	695	114	-1	bac_5SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales
metaerg.pl|14916	NODE_283335_length_742_cov_2.34498	198	619	422	1	euk_28SrRNA	unknown
metaerg.pl|14922	NODE_283405_length_741_cov_62.2172	634	739	106	-1	bac_5SrRNA	unknown
metaerg.pl|14923	NODE_283816_length_740_cov_156.939	1	740	740	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
metaerg.pl|14926	NODE_284727_length_738_cov_15.2958	357	470	114	-1	bac_5SrRNA	unknown
metaerg.pl|14928	NODE_286094_length_735_cov_181.381	2	397	396	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaca
metaerg.pl|14930	NODE_286094_length_735_cov_181.381	541	653	113	1	bac_5SrRNA	unknown
metaerg.pl|14931	NODE_289379_length_728_cov_17.7073	1	480	480	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria
metaerg.pl|14933	NODE_290277_length_727_cov_1.89732	26	727	702	-1	bac_23SrRNA	Bacteria;Spirochaetes;Spirochaetia
metaerg.pl|14934	NODE_290756_length_725_cov_29.3821	3	108	106	1	bac_5SrRNA	unknown
metaerg.pl|14937	NODE_292068_length_722_cov_167.055	1	722	722	-1	bac_23SrRNA	Bacteria;Cyanobacteria;Oxyphotobacteria;Phormidesmiales;Nodosilineaceae;Nodosilinea PCC-7104
metaerg.pl|14938	NODE_292618_length_721_cov_6.98498	1	349	349	-1	bac_16SrRNA	Bacteria;Gemmatimonadetes;BD2-11 terrestrial group
metaerg.pl|14940	NODE_293118_length_720_cov_5.47218	1	720	720	-1	bac_23SrRNA	Bacteria;Actinobacteria;Acidimicrobiia
metaerg.pl|14943	NODE_293571_length_719_cov_7.8012	506	619	114	-1	bac_5SrRNA	unknown
metaerg.pl|14944	NODE_293499_length_719_cov_100.122	2	718	717	-1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
metaerg.pl|14945	NODE_294058_length_718_cov_8.7813	4	718	715	-1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria
metaerg.pl|14946	NODE_296874_length_712_cov_143.479	1	696	696	-1	bac_16SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
metaerg.pl|14947	NODE_297406_length_711_cov_23.0259	1	337	337	-1	bac_16SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter
metaerg.pl|14950	NODE_297387_length_711_cov_56.3628	441	537	97	1	euk_5_8SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter
metaerg.pl|14952	NODE_299930_length_706_cov_55.3794	7	706	700	1	bac_16SrRNA	Bacteria;Bacteroidetes;Rhodothermia;Balneolales
metaerg.pl|14953	NODE_300965_length_704_cov_84.0986	2	692	691	1	bac_23SrRNA	Bacteria;Actinobacteria;Nitriliruptoria
metaerg.pl|14955	NODE_300959_length_704_cov_183.273	14	704	691	-1	bac_16SrRNA	Bacteria;Cyanobacteria;Oxyphotobacteria;Phormidesmiales;Nodosilineaceae;Nodosilinea PCC-7104
metaerg.pl|14956	NODE_301976_length_702_cov_14.3107	1	479	479	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis
metaerg.pl|14957	NODE_301976_length_702_cov_14.3107	569	678	110	1	bac_5SrRNA	unknown
metaerg.pl|14958	NODE_302523_length_701_cov_6.82353	1	700	700	-1	arc_23SrRNA	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halococcaceae;Halalkalicoccus
metaerg.pl|14959	NODE_304033_length_698_cov_142.813	1	682	682	-1	bac_16SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured
metaerg.pl|14962	NODE_307101_length_692_cov_11.6374	5	692	688	-1	bac_23SrRNA	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales
metaerg.pl|14965	NODE_309104_length_688_cov_220.526	1	683	683	-1	bac_16SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
metaerg.pl|14966	NODE_309117_length_688_cov_62.831	148	256	109	1	bac_5SrRNA	unknown
metaerg.pl|14968	NODE_309759_length_687_cov_5.99525	90	184	95	-1	bac_5SrRNA	unknown
metaerg.pl|14969	NODE_309759_length_687_cov_5.99525	378	475	98	-1	bac_5SrRNA	unknown
metaerg.pl|14970	NODE_310724_length_685_cov_214.008	5	685	681	1	bac_16SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaca
metaerg.pl|14972	NODE_312879_length_681_cov_42.8626	1	678	678	-1	bac_23SrRNA	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales
metaerg.pl|14971	NODE_312860_length_681_cov_167.88	1	681	681	1	bac_23SrRNA	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae
metaerg.pl|14974	NODE_313422_length_680_cov_159.858	2	397	396	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaca
metaerg.pl|14976	NODE_313422_length_680_cov_159.858	496	608	113	1	bac_5SrRNA	unknown
metaerg.pl|14977	NODE_313960_length_679_cov_141.135	2	679	678	1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinimicrobium
metaerg.pl|14978	NODE_317298_length_673_cov_40.9984	2	672	671	-1	bac_23SrRNA	Bacteria;Actinobacteria;Nitriliruptoria
metaerg.pl|14979	NODE_317845_length_672_cov_40.0924	2	671	670	1	bac_23SrRNA	unknown
metaerg.pl|14980	NODE_318985_length_670_cov_38.8927	1	669	669	1	bac_23SrRNA	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae
metaerg.pl|14981	NODE_323206_length_663_cov_3.20888	10	624	615	-1	bac_23SrRNA	Bacteria;Planctomycetes;Planctomycetacia
metaerg.pl|14982	NODE_322993_length_663_cov_16.3191	1	663	663	1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter
metaerg.pl|14989	NODE_327169_length_656_cov_5.61065	1	471	471	1	bac_16SrRNA	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae
metaerg.pl|14988	NODE_327125_length_656_cov_17	1	651	651	1	arc_16SrRNA	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halococcaceae
metaerg.pl|14990	NODE_328898_length_653_cov_15.3428	2	327	326	-1	bac_16SrRNA	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Oscillatoriaceae;Oscillatoria PCC-6304
metaerg.pl|14993	NODE_330079_length_651_cov_20.1896	2	646	645	-1	bac_23SrRNA	Bacteria;Firmicutes;Bacilli;Bacillales
metaerg.pl|14991	NODE_330038_length_651_cov_123.592	1	651	651	-1	bac_23SrRNA	Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae
metaerg.pl|14994	NODE_332423_length_647_cov_227.4	1	647	647	1	bac_16SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaca
metaerg.pl|14997	NODE_333657_length_645_cov_190.325	1	645	645	-1	bac_16SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halodurantibacterium
metaerg.pl|14995	NODE_333735_length_645_cov_6.62542	1	645	645	-1	bac_23SrRNA	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae
metaerg.pl|14999	NODE_334370_length_644_cov_10.927	119	231	113	-1	bac_5SrRNA	unknown
metaerg.pl|15000	NODE_334969_length_643_cov_15.4745	1	273	273	1	bac_23SrRNA	Bacteria;Bacteroidetes;Bacteroidia
metaerg.pl|15001	NODE_334969_length_643_cov_15.4745	483	590	108	1	bac_5SrRNA	unknown
metaerg.pl|15002	NODE_339261_length_636_cov_17.1721	229	636	408	1	bac_16SrRNA	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae
metaerg.pl|15003	NODE_339519_length_636_cov_3.12048	1	435	435	1	euk_28SrRNA	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota
metaerg.pl|15004	NODE_339851_length_635_cov_92.4776	1	635	635	-1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family
metaerg.pl|15005	NODE_341808_length_632_cov_114.539	1	631	631	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
metaerg.pl|15006	NODE_342593_length_631_cov_4.39063	389	501	113	1	bac_5SrRNA	unknown
metaerg.pl|15008	NODE_345088_length_627_cov_31.6818	2	627	626	1	bac_23SrRNA	Bacteria;Patescibacteria;Parcubacteria
metaerg.pl|15007	NODE_345078_length_627_cov_53.2115	1	625	625	1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
metaerg.pl|15009	NODE_347828_length_623_cov_7.16197	21	133	113	-1	bac_5SrRNA	unknown
metaerg.pl|15010	NODE_347828_length_623_cov_7.16197	321	623	303	-1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;uncultured
metaerg.pl|15011	NODE_348412_length_622_cov_58.0847	1	620	620	1	bac_16SrRNA	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Psychroflexus
metaerg.pl|15013	NODE_349154_length_621_cov_30.4947	1	620	620	1	bac_23SrRNA	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Actinotalea
metaerg.pl|15014	NODE_351890_length_617_cov_56.952	425	483	59	1	euk_5_8SrRNA	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae
metaerg.pl|15016	NODE_352679_length_616_cov_6.54724	27	83	57	-1	euk_5_8SrRNA	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halococcaceae;Halalkalicoccus
metaerg.pl|15018	NODE_352629_length_616_cov_10.9537	1	616	616	1	bac_23SrRNA	Bacteria;Kiritimatiellaeota;Kiritimatiellae
metaerg.pl|15015	NODE_352561_length_616_cov_74.1515	1	616	616	1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae
metaerg.pl|15021	NODE_353975_length_614_cov_158.007	401	459	59	1	euk_5_8SrRNA	Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae
metaerg.pl|15022	NODE_354911_length_613_cov_3.31362	1	612	612	-1	euk_18SrRNA	Eukaryota;Excavata;Discoba;Discicristata;Heterolobosea
metaerg.pl|15024	NODE_355326_length_612_cov_186.654	6	612	607	-1	bac_23SrRNA	Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales
metaerg.pl|15026	NODE_356134_length_611_cov_14.0665	1	611	611	1	bac_23SrRNA	Bacteria;Bacteroidetes;Rhodothermia;Balneolales
metaerg.pl|15027	NODE_356769_length_610_cov_158.924	2	610	609	1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales
metaerg.pl|15028	NODE_358889_length_607_cov_24.3551	1	607	607	-1	euk_18SrRNA	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae
metaerg.pl|15031	NODE_358864_length_607_cov_50.5906	1	606	606	-1	bac_23SrRNA	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales
metaerg.pl|15036	NODE_359518_length_606_cov_121.691	2	605	604	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
metaerg.pl|15037	NODE_360936_length_604_cov_114.035	1	590	590	-1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis
metaerg.pl|15038	NODE_362327_length_602_cov_85.574	1	602	602	-1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
metaerg.pl|15039	NODE_363979_length_600_cov_4.04954	4	600	597	-1	bac_16SrRNA	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales
metaerg.pl|15041	NODE_364540_length_599_cov_71.7684	189	599	411	-1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Natronohydrobacter
metaerg.pl|15040	NODE_364604_length_599_cov_13.0551	1	594	594	-1	bac_16SrRNA	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales
metaerg.pl|15042	NODE_366890_length_596_cov_128.621	197	595	399	-1	bac_16SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina
metaerg.pl|15045	NODE_372224_length_589_cov_11.7097	197	589	393	-1	bac_23SrRNA	Bacteria;Bacteroidetes;Rhodothermia;Balneolales
metaerg.pl|15046	NODE_372965_length_588_cov_43.0901	1	588	588	1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales
metaerg.pl|15048	NODE_376253_length_584_cov_4.27221	6	371	366	1	bac_16SrRNA	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae
metaerg.pl|15050	NODE_378529_length_581_cov_17.0323	1	581	581	-1	bac_23SrRNA	Bacteria;Proteobacteria;Deltaproteobacteria
metaerg.pl|15052	NODE_378591_length_581_cov_5.75095	2	456	455	-1	bac_23SrRNA	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales
metaerg.pl|15054	NODE_379920_length_580_cov_2.14095	25	580	556	-1	bac_23SrRNA	unknown
metaerg.pl|15053	NODE_379235_length_580_cov_147.173	1	580	580	1	bac_16SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
metaerg.pl|15055	NODE_381562_length_578_cov_2.16252	1	498	498	1	bac_23SrRNA	Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peregrinibacteria
metaerg.pl|15056	NODE_383423_length_575_cov_7.46538	1	574	574	-1	bac_23SrRNA	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales
metaerg.pl|15057	NODE_383592_length_575_cov_3.40769	116	223	108	-1	arc_5SrRNA	unknown
metaerg.pl|15058	NODE_384648_length_574_cov_2.57996	3	448	446	-1	bac_23SrRNA	unknown
metaerg.pl|15059	NODE_386754_length_571_cov_6.73256	1	571	571	1	arc_16SrRNA	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halococcaceae;Halalkalicoccus
metaerg.pl|15064	NODE_389295_length_568_cov_9.84211	2	568	567	1	bac_23SrRNA	Bacteria;Bacteroidetes;Bacteroidia
metaerg.pl|15063	NODE_389591_length_568_cov_2.9883	248	537	290	1	bac_23SrRNA	unknown
metaerg.pl|15062	NODE_389431_length_568_cov_3.79337	1	567	567	-1	bac_23SrRNA	Bacteria;Bacteroidetes;Bacteroidia
metaerg.pl|15065	NODE_390126_length_567_cov_20.2129	390	491	102	-1	bac_5SrRNA	unknown
metaerg.pl|15066	NODE_390457_length_567_cov_3.08398	1	565	565	1	bac_23SrRNA	Bacteria;Planctomycetes;Planctomycetacia
metaerg.pl|15067	NODE_392811_length_564_cov_4.11788	4	564	561	-1	bac_23SrRNA	Bacteria;Bacteroidetes;Rhodothermia
metaerg.pl|15068	NODE_394288_length_562_cov_150.487	1	562	562	-1	bac_23SrRNA	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Salipaludibacillus
metaerg.pl|15069	NODE_396938_length_559_cov_59.5079	146	258	113	1	bac_5SrRNA	unknown
metaerg.pl|15071	NODE_398767_length_557_cov_7.5239	1	314	314	1	bac_23SrRNA	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales
metaerg.pl|15072	NODE_398767_length_557_cov_7.5239	488	557	70	1	bac_5SrRNA	unknown
metaerg.pl|15073	NODE_398676_length_557_cov_65.259	98	210	113	-1	bac_5SrRNA	unknown
metaerg.pl|15076	NODE_398676_length_557_cov_65.259	305	556	252	-1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
metaerg.pl|15079	NODE_404785_length_550_cov_90.899	3	549	547	1	bac_23SrRNA	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales
metaerg.pl|15078	NODE_404776_length_550_cov_165.115	55	549	495	-1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
metaerg.pl|15080	NODE_406586_length_548_cov_31.6653	1	548	548	-1	bac_23SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
metaerg.pl|15081	NODE_409228_length_545_cov_49.349	1	545	545	1	bac_23SrRNA	Bacteria;Firmicutes;Clostridia;Clostridiales
metaerg.pl|15082	NODE_410078_length_544_cov_102.276	1	544	544	1	bac_16SrRNA	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae;Nodularia PCC-9350
metaerg.pl|15084	NODE_410953_length_543_cov_145.459	1	543	543	1	bac_16SrRNA	Bacteria;Cyanobacteria;Oxyphotobacteria;Phormidesmiales;Nodosilineaceae;Nodosilinea PCC-7104
metaerg.pl|15085	NODE_410955_length_543_cov_131.412	230	543	314	-1	bac_16SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae
metaerg.pl|15088	NODE_413831_length_540_cov_25.5711	54	155	102	-1	bac_5SrRNA	unknown
metaerg.pl|15087	NODE_413793_length_540_cov_92.266	3	540	538	-1	bac_23SrRNA	Bacteria;Firmicutes;Bacilli;Bacillales
metaerg.pl|15090	NODE_416670_length_537_cov_19.4813	5	428	424	-1	bac_23SrRNA	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales
metaerg.pl|15091	NODE_418658_length_535_cov_12.7604	1	535	535	1	euk_28SrRNA	Eukaryota;Opisthokonta;Nucletmycea;Fungi
metaerg.pl|15092	NODE_419491_length_534_cov_65.3382	1	534	534	1	bac_23SrRNA	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Indibacter
metaerg.pl|15093	NODE_421224_length_533_cov_2.07322	116	533	418	1	euk_18SrRNA	Eukaryota;SAR;Alveolata
metaerg.pl|15094	NODE_422235_length_532_cov_1.80294	1	532	532	1	bac_23SrRNA	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales
metaerg.pl|15095	NODE_421413_length_532_cov_40.9266	2	532	531	-1	bac_23SrRNA	Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;Rhodohalobacter
metaerg.pl|15096	NODE_424409_length_529_cov_13.6962	273	377	105	-1	bac_5SrRNA	unknown
metaerg.pl|15100	NODE_426393_length_527_cov_13.9131	428	527	100	-1	bac_5SrRNA	Bacteria;Firmicutes;Clostridia
metaerg.pl|15101	NODE_426844_length_527_cov_2.58686	131	238	108	1	bac_5SrRNA	unknown
metaerg.pl|15103	NODE_428298_length_525_cov_17.8745	229	523	295	1	bac_16SrRNA	Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales
metaerg.pl|15104	NODE_429627_length_524_cov_3.52665	1	524	524	-1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae
metaerg.pl|15108	NODE_431638_length_522_cov_3.33619	1	522	522	1	bac_23SrRNA	unknown
metaerg.pl|15110	NODE_432331_length_521_cov_103.3	1	521	521	-1	bac_16SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Chelativorans
metaerg.pl|15111	NODE_433627_length_520_cov_3.75914	2	510	509	1	bac_23SrRNA	Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast
metaerg.pl|15112	NODE_434470_length_519_cov_61.5172	1	308	308	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
metaerg.pl|15113	NODE_434470_length_519_cov_61.5172	464	519	56	1	bac_5SrRNA	unknown
metaerg.pl|15114	NODE_435937_length_518_cov_3.0216	1	70	70	-1	bac_5SrRNA	unknown
metaerg.pl|15115	NODE_439107_length_515_cov_2.71739	97	515	419	1	bac_23SrRNA	Bacteria;Patescibacteria;Gracilibacteria
metaerg.pl|15117	NODE_439587_length_514_cov_52.4553	347	458	112	1	bac_5SrRNA	unknown
metaerg.pl|15118	NODE_440613_length_513_cov_52	1	468	468	1	bac_16SrRNA	Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae
metaerg.pl|15120	NODE_441769_length_512_cov_19.3392	203	511	309	1	bac_16SrRNA	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae
metaerg.pl|15121	NODE_442770_length_511_cov_101.276	1	510	510	1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales
metaerg.pl|15122	NODE_444082_length_510_cov_4.1033	1	510	510	-1	bac_23SrRNA	Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast
metaerg.pl|15123	NODE_446295_length_508_cov_3.65784	3	114	112	-1	bac_5SrRNA	unknown
metaerg.pl|15124	NODE_446295_length_508_cov_3.65784	203	508	306	-1	bac_23SrRNA	Bacteria;Bacteroidetes;Rhodothermia
metaerg.pl|15125	NODE_450456_length_504_cov_36.196	2	504	503	1	bac_23SrRNA	Bacteria;Bacteroidetes;Rhodothermia;Balneolales
metaerg.pl|15126	NODE_451534_length_503_cov_87.9576	1	502	502	-1	bac_23SrRNA	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
