#metacyc_pathway_id	metacyc_pathway_type	metacyc_pathway_name	total_family_in_pathway	total_family_found_in_pathway	ec	gene_num
PWY-3841	Folate-Transformations;	folate transformations II;	10	10	1.5.1.20	2
PWY-3841	Folate-Transformations;	folate transformations II;	10	10	1.5.1.3	1
PWY-3841	Folate-Transformations;	folate transformations II;	10	10	1.5.1.5	3
PWY-3841	Folate-Transformations;	folate transformations II;	10	10	2.1.1.13	2
PWY-3841	Folate-Transformations;	folate transformations II;	10	10	2.1.1.45	1
PWY-3841	Folate-Transformations;	folate transformations II;	10	10	2.1.2.1	2
PWY-3841	Folate-Transformations;	folate transformations II;	10	10	3.5.4.9	3
PWY-3841	Folate-Transformations;	folate transformations II;	10	10	6.3.2.12	4
PWY-3841	Folate-Transformations;	folate transformations II;	10	10	6.3.3.2	2
PWY-3841	Folate-Transformations;	folate transformations II;	10	10	6.3.4.3	2
PANTOSYN-PWY	CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;	superpathway of coenzyme A biosynthesis I (bacteria);	9	9	1.1.1.169	3
PANTOSYN-PWY	CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;	superpathway of coenzyme A biosynthesis I (bacteria);	9	9	2.1.2.11	1
PANTOSYN-PWY	CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;	superpathway of coenzyme A biosynthesis I (bacteria);	9	9	2.7.1.24	6
PANTOSYN-PWY	CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;	superpathway of coenzyme A biosynthesis I (bacteria);	9	9	2.7.1.33	4
PANTOSYN-PWY	CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;	superpathway of coenzyme A biosynthesis I (bacteria);	9	9	2.7.7.3	4
PANTOSYN-PWY	CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;	superpathway of coenzyme A biosynthesis I (bacteria);	9	9	4.1.1.11	2
PANTOSYN-PWY	CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;	superpathway of coenzyme A biosynthesis I (bacteria);	9	9	4.1.1.36	3
PANTOSYN-PWY	CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;	superpathway of coenzyme A biosynthesis I (bacteria);	9	9	6.3.2.1	1
PANTOSYN-PWY	CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;	superpathway of coenzyme A biosynthesis I (bacteria);	9	9	6.3.2.5	3
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	1.1.1.1	4
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	1.1.1.27	3
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	1.2.1.12	1
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	2.4.1.13	2
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	2.7.1.11	2
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	2.7.1.4	1
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	2.7.1.40	4
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	2.7.2.3	7
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	2.7.7.9	4
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	4.1.1.1	1
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	4.1.2.13	5
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	4.2.1.11	2
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	5.3.1.1	4
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	5.3.1.9	2
PWY-3801	SUCROSE-DEG;	sucrose degradation II (sucrose synthase);	16	15	5.4.2.2	4
PWY-5338	Cyclitols-Biosynthesis;	galactosylcyclitol biosynthesis;	1	1	2.4.1.-	1
PWY-6509	Methanol-Oxidation;	methanol oxidation to formaldehyde III;	1	1	1.1.99.-	3
P621-PWY	Other-Degradation;	nylon-6 oligomer degradation;	4	2	2.6.1.-	1
P621-PWY	Other-Degradation;	nylon-6 oligomer degradation;	4	2	3.5.2.-	3
ARGSPECAT-PWY	Polyamine-Biosynthesis;	spermine biosynthesis;	2	1	4.1.1.50	1
PWY-5793	FLAVONE-SYN;	maysin biosynthesis;	1	1	2.4.1.-	1
PWY-5143	Activation; Lipid-Biosynthesis;	long-chain fatty acid activation;	1	1	6.2.1.3	9
P222-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Sulfide-Oxidation;	sulfide oxidation I (sulfide-quinone reductase);	1	1	1.8.5.-	3
PWY-5485	Pyruvate-Acetate-Fermentation; Super-Pathways;	pyruvate fermentation to acetate IV;	3	2	2.3.1.8	2
PWY-5485	Pyruvate-Acetate-Fermentation; Super-Pathways;	pyruvate fermentation to acetate IV;	3	2	2.7.2.1	4
TCA-GLYOX-BYPASS	Super-Pathways; TCA-VARIANTS;	superpathway of glyoxylate bypass and TCA;	10	8	1.1.1.37	4
TCA-GLYOX-BYPASS	Super-Pathways; TCA-VARIANTS;	superpathway of glyoxylate bypass and TCA;	10	8	1.1.1.42	3
TCA-GLYOX-BYPASS	Super-Pathways; TCA-VARIANTS;	superpathway of glyoxylate bypass and TCA;	10	8	1.3.5.1	6
TCA-GLYOX-BYPASS	Super-Pathways; TCA-VARIANTS;	superpathway of glyoxylate bypass and TCA;	10	8	2.3.3.9	2
TCA-GLYOX-BYPASS	Super-Pathways; TCA-VARIANTS;	superpathway of glyoxylate bypass and TCA;	10	8	4.1.3.1	1
TCA-GLYOX-BYPASS	Super-Pathways; TCA-VARIANTS;	superpathway of glyoxylate bypass and TCA;	10	8	4.2.1.2	3
TCA-GLYOX-BYPASS	Super-Pathways; TCA-VARIANTS;	superpathway of glyoxylate bypass and TCA;	10	8	4.2.1.3	7
TCA-GLYOX-BYPASS	Super-Pathways; TCA-VARIANTS;	superpathway of glyoxylate bypass and TCA;	10	8	6.2.1.5	3
PWY-4261	Fatty-Acid-and-Lipid-Degradation; GLYCEROL-DEG;	glycerol degradation I;	2	2	1.1.5.3	1
PWY-4261	Fatty-Acid-and-Lipid-Degradation; GLYCEROL-DEG;	glycerol degradation I;	2	2	2.7.1.30	4
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	1.5.1.3	1
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	2.1.2.2	3
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	2.5.1.15	2
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	2.6.1.85	2
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	2.7.6.3	1
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	3.5.4.16	2
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	3.5.4.9	3
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	3.6.1.-	2
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	4.1.2.25	1
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	4.1.3.38	1
FOLSYN-PWY	Folate-Biosynthesis; Super-Pathways;	superpathway of tetrahydrofolate biosynthesis and salvage;	11	11	6.3.2.12	4
OANTIGEN-PWY	Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);	9	9	1.1.1.133	3
OANTIGEN-PWY	Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);	9	9	2.3.1.157	2
OANTIGEN-PWY	Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);	9	9	2.6.1.16	5
OANTIGEN-PWY	Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);	9	9	2.7.7.23	2
OANTIGEN-PWY	Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);	9	9	2.7.7.24	3
OANTIGEN-PWY	Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);	9	9	4.2.1.46	3
OANTIGEN-PWY	Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);	9	9	5.1.3.13	3
OANTIGEN-PWY	Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);	9	9	5.4.2.10	2
OANTIGEN-PWY	Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);	9	9	5.4.99.9	1
PWY-6468			1	1	1.14.14.-	1
THRDLCTCAT-PWY	THREONINE-DEG;	L-threonine degradation III (to methylglyoxal);	2	1	1.1.1.103	4
PWY-5896	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-10 biosynthesis;	10	9	2.1.1.163	2
PWY-5896	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-10 biosynthesis;	10	9	2.2.1.9	1
PWY-5896	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-10 biosynthesis;	10	9	2.5.1.-	2
PWY-5896	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-10 biosynthesis;	10	9	3.1.2.-	7
PWY-5896	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-10 biosynthesis;	10	9	4.1.3.36	2
PWY-5896	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-10 biosynthesis;	10	9	4.2.1.113	3
PWY-5896	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-10 biosynthesis;	10	9	4.2.99.20	2
PWY-5896	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-10 biosynthesis;	10	9	5.4.4.2	1
PWY-5896	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-10 biosynthesis;	10	9	6.2.1.26	1
TYRSYN	TYROSINE-SYN;	L-tyrosine biosynthesis I;	3	3	1.3.1.12	3
TYRSYN	TYROSINE-SYN;	L-tyrosine biosynthesis I;	3	3	2.6.1.57	3
TYRSYN	TYROSINE-SYN;	L-tyrosine biosynthesis I;	3	3	5.4.99.5	4
METHIONINE-DEG1-PWY	METHIONINE-DEG;	L-methionine degradation I (to L-homocysteine);	3	3	2.1.1.-	3
METHIONINE-DEG1-PWY	METHIONINE-DEG;	L-methionine degradation I (to L-homocysteine);	3	3	2.5.1.6	3
METHIONINE-DEG1-PWY	METHIONINE-DEG;	L-methionine degradation I (to L-homocysteine);	3	3	3.3.1.1	2
PWY-6046	Dimethylsulfoniopropionate-Degradation;	dimethylsulfoniopropanoate degradation I (cleavage);	1	1	4.4.1.3	1
LEU-DEG2-PWY	LEUCINE-DEG;	L-leucine degradation I;	5	3	2.6.1.42	9
LEU-DEG2-PWY	LEUCINE-DEG;	L-leucine degradation I;	5	3	4.1.3.4	2
LEU-DEG2-PWY	LEUCINE-DEG;	L-leucine degradation I;	5	3	6.4.1.4	6
METHGLYUT-PWY	Aldehyde-Degradation; Super-Pathways;	superpathway of methylglyoxal degradation;	5	3	1.2.1.22	1
METHGLYUT-PWY	Aldehyde-Degradation; Super-Pathways;	superpathway of methylglyoxal degradation;	5	3	3.1.2.6	3
METHGLYUT-PWY	Aldehyde-Degradation; Super-Pathways;	superpathway of methylglyoxal degradation;	5	3	4.4.1.5	3
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	1.1.1.1	4
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	1.1.1.27	3
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	1.2.1.12	1
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	2.3.1.8	2
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	2.7.1.11	2
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	2.7.1.40	4
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	2.7.2.1	4
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	2.7.2.3	7
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	2.7.9.2	4
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	3.1.3.11	3
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	4.1.2.13	5
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	4.2.1.11	2
P461-PWY	Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;	hexitol fermentation to lactate, formate, ethanol and acetate;	18	13	5.3.1.1	4
PWY0-1337	Fatty-Acid-Degradation;	oleate &beta;-oxidation;	1	1	3.1.2.-	7
PWY-922	Mevalonate-Pathways;	mevalonate pathway I;	7	5	2.3.1.9	5
PWY-922	Mevalonate-Pathways;	mevalonate pathway I;	7	5	2.7.1.36	1
PWY-922	Mevalonate-Pathways;	mevalonate pathway I;	7	5	2.7.4.2	1
PWY-922	Mevalonate-Pathways;	mevalonate pathway I;	7	5	4.1.1.33	1
PWY-922	Mevalonate-Pathways;	mevalonate pathway I;	7	5	5.3.3.2	2
P381-PWY	De-Novo-Adenosylcobalamin-Biosynthesis; Super-Pathways;	adenosylcobalamin biosynthesis II (aerobic);	20	7	1.14.13.83	1
P381-PWY	De-Novo-Adenosylcobalamin-Biosynthesis; Super-Pathways;	adenosylcobalamin biosynthesis II (aerobic);	20	7	2.1.1.107	4
P381-PWY	De-Novo-Adenosylcobalamin-Biosynthesis; Super-Pathways;	adenosylcobalamin biosynthesis II (aerobic);	20	7	2.1.1.130	1
P381-PWY	De-Novo-Adenosylcobalamin-Biosynthesis; Super-Pathways;	adenosylcobalamin biosynthesis II (aerobic);	20	7	2.1.1.132	1
P381-PWY	De-Novo-Adenosylcobalamin-Biosynthesis; Super-Pathways;	adenosylcobalamin biosynthesis II (aerobic);	20	7	2.5.1.17	4
P381-PWY	De-Novo-Adenosylcobalamin-Biosynthesis; Super-Pathways;	adenosylcobalamin biosynthesis II (aerobic);	20	7	6.3.5.10	1
P381-PWY	De-Novo-Adenosylcobalamin-Biosynthesis; Super-Pathways;	adenosylcobalamin biosynthesis II (aerobic);	20	7	6.6.1.2	4
GLYSYN-PWY	GLYCINE-SYN;	glycine biosynthesis I;	1	1	2.1.2.1	2
CAMALEXIN-SYN	INDOLE-PHYTOALEXIN-SYN;	camalexin biosynthesis;	1	1	1.14.13.-	3
PWY-5473	N-CONTAINING-SECONDARY-CMPD-SYN;	hydroxycinnamic acid serotonin amides biosynthesis;	2	1	1.14.13.-	3
PWY-5386	Methylglyoxal-Detoxification;	methylglyoxal degradation I;	3	2	3.1.2.6	3
PWY-5386	Methylglyoxal-Detoxification;	methylglyoxal degradation I;	3	2	4.4.1.5	3
PWY-5942	Lycopene-Biosynthesis; Super-Pathways;	<i>trans</i>-lycopene biosynthesis I;	3	2	1.14.99.-	8
PWY-5942	Lycopene-Biosynthesis; Super-Pathways;	<i>trans</i>-lycopene biosynthesis I;	3	2	2.5.1.32	2
COLANSYN-PWY	Carbohydrates-Biosynthesis; Super-Pathways;	colanic acid building blocks biosynthesis;	11	9	1.1.1.22	2
COLANSYN-PWY	Carbohydrates-Biosynthesis; Super-Pathways;	colanic acid building blocks biosynthesis;	11	9	1.1.1.271	1
COLANSYN-PWY	Carbohydrates-Biosynthesis; Super-Pathways;	colanic acid building blocks biosynthesis;	11	9	2.7.7.13	4
COLANSYN-PWY	Carbohydrates-Biosynthesis; Super-Pathways;	colanic acid building blocks biosynthesis;	11	9	2.7.7.9	4
COLANSYN-PWY	Carbohydrates-Biosynthesis; Super-Pathways;	colanic acid building blocks biosynthesis;	11	9	4.2.1.47	2
COLANSYN-PWY	Carbohydrates-Biosynthesis; Super-Pathways;	colanic acid building blocks biosynthesis;	11	9	5.1.3.2	3
COLANSYN-PWY	Carbohydrates-Biosynthesis; Super-Pathways;	colanic acid building blocks biosynthesis;	11	9	5.3.1.8	4
COLANSYN-PWY	Carbohydrates-Biosynthesis; Super-Pathways;	colanic acid building blocks biosynthesis;	11	9	5.3.1.9	2
COLANSYN-PWY	Carbohydrates-Biosynthesis; Super-Pathways;	colanic acid building blocks biosynthesis;	11	9	5.4.2.8	2
PWY-5669	PhosphatidylethanolamineBiosynthesis; Phosphatidylserine-Biosynthesis;	phosphatidylserine and phosphatidylethanolamine biosynthesis I;	2	1	2.7.8.8	1
P121-PWY	Adenine-Adenosine-Salvage;	adenine and adenosine salvage I;	9	8	1.1.1.205	4
P121-PWY	Adenine-Adenosine-Salvage;	adenine and adenosine salvage I;	9	8	2.4.2.1	5
P121-PWY	Adenine-Adenosine-Salvage;	adenine and adenosine salvage I;	9	8	2.4.2.7	2
P121-PWY	Adenine-Adenosine-Salvage;	adenine and adenosine salvage I;	9	8	2.4.2.8	4
P121-PWY	Adenine-Adenosine-Salvage;	adenine and adenosine salvage I;	9	8	3.5.4.3	1
P121-PWY	Adenine-Adenosine-Salvage;	adenine and adenosine salvage I;	9	8	3.5.4.4	3
P121-PWY	Adenine-Adenosine-Salvage;	adenine and adenosine salvage I;	9	8	4.3.2.2	4
P121-PWY	Adenine-Adenosine-Salvage;	adenine and adenosine salvage I;	9	8	6.3.4.4	4
PWY-5817	Polyprenyl-Biosynthesis;	dodecaprenyl diphosphate biosynthesis;	1	1	2.5.1.-	2
PWY-3542	Choline-Biosynthesis;	choline biosynthesis II;	1	1	2.1.1.-	3
PWY-6476	Cofactor-Biosynthesis;	cytidylyl molybdenum cofactor biosynthesis;	1	1	2.7.7.-	1
PWY-6442	N-CONTAINING-SECONDARY-CMPD-SYN;	spermidine hydroxycinnamic acid conjugates biosynthesis;	3	3	1.14.-.-	5
PWY-6442	N-CONTAINING-SECONDARY-CMPD-SYN;	spermidine hydroxycinnamic acid conjugates biosynthesis;	3	3	2.1.1.-	3
PWY-6442	N-CONTAINING-SECONDARY-CMPD-SYN;	spermidine hydroxycinnamic acid conjugates biosynthesis;	3	3	2.3.1.-	2
PWYQT-4474	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from pentahomomethionine;	4	3	1.14.13.-	3
PWYQT-4474	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from pentahomomethionine;	4	3	2.6.1.-	1
PWYQT-4474	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from pentahomomethionine;	4	3	2.8.2.-	1
DTDPRHAMSYN-PWY	dTDP-Sugar-Biosynthesis;	dTDP-L-rhamnose biosynthesis;	4	4	1.1.1.133	3
DTDPRHAMSYN-PWY	dTDP-Sugar-Biosynthesis;	dTDP-L-rhamnose biosynthesis;	4	4	2.7.7.24	3
DTDPRHAMSYN-PWY	dTDP-Sugar-Biosynthesis;	dTDP-L-rhamnose biosynthesis;	4	4	4.2.1.46	3
DTDPRHAMSYN-PWY	dTDP-Sugar-Biosynthesis;	dTDP-L-rhamnose biosynthesis;	4	4	5.1.3.13	3
PWY-6336	Protocatechuate-Degradation;	protocatechuate degradation III (<I>para</I>-cleavage pathway);	2	1	5.3.2.-	1
PWY-5695	Purine-Degradation;	inosine 5'-phosphate degradation;	4	4	1.1.1.205	4
PWY-5695	Purine-Degradation;	inosine 5'-phosphate degradation;	4	4	1.17.1.4	1
PWY-5695	Purine-Degradation;	inosine 5'-phosphate degradation;	4	4	2.4.2.1	5
PWY-5695	Purine-Degradation;	inosine 5'-phosphate degradation;	4	4	3.1.3.5	7
PWY-6475	Lycopene-Biosynthesis;	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria);	3	2	1.14.99.-	8
PWY-6475	Lycopene-Biosynthesis;	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria);	3	2	2.5.1.32	2
PWY-6120	TYROSINE-SYN;	L-tyrosine biosynthesis III;	3	2	1.3.1.43	3
PWY-6120	TYROSINE-SYN;	L-tyrosine biosynthesis III;	3	2	5.4.99.5	4
URDEGR-PWY	Allantoin-degradation; Super-Pathways;	superpathway of allantoin degradation in plants;	7	2	3.5.1.5	3
URDEGR-PWY	Allantoin-degradation; Super-Pathways;	superpathway of allantoin degradation in plants;	7	2	4.3.2.3	2
ANARESP1-PWY			11	8	1.1.1.37	4
ANARESP1-PWY			11	8	1.1.1.42	3
ANARESP1-PWY			11	8	1.2.1.-	1
ANARESP1-PWY			11	8	2.7.1.40	4
ANARESP1-PWY			11	8	4.1.1.31	1
ANARESP1-PWY			11	8	4.2.1.11	2
ANARESP1-PWY			11	8	4.2.1.2	3
ANARESP1-PWY			11	8	4.2.1.3	7
PWY-3481	Amino-Acid-Biosynthesis; Super-Pathways;	superpathway of L-phenylalanine and L-tyrosine biosynthesis;	4	3	1.3.1.-	1
PWY-3481	Amino-Acid-Biosynthesis; Super-Pathways;	superpathway of L-phenylalanine and L-tyrosine biosynthesis;	4	3	4.2.1.91	1
PWY-3481	Amino-Acid-Biosynthesis; Super-Pathways;	superpathway of L-phenylalanine and L-tyrosine biosynthesis;	4	3	5.4.99.5	4
PWY-5067	GLYCOGEN-BIOSYN;	glycogen biosynthesis II (from UDP-D-Glucose);	4	3	2.4.1.11	1
PWY-5067	GLYCOGEN-BIOSYN;	glycogen biosynthesis II (from UDP-D-Glucose);	4	3	2.4.1.18	4
PWY-5067	GLYCOGEN-BIOSYN;	glycogen biosynthesis II (from UDP-D-Glucose);	4	3	2.7.7.9	4
PWY-5123	All-Trans-Farnesyl-PP-Biosynthesis;	<i>trans, trans</i>-farnesyl diphosphate biosynthesis;	3	2	2.5.1.10	4
PWY-5123	All-Trans-Farnesyl-PP-Biosynthesis;	<i>trans, trans</i>-farnesyl diphosphate biosynthesis;	3	2	5.3.3.2	2
PWY-5652	CARBOXYLATES-DEG;	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA;	2	2	1.2.1.32	1
PWY-5652	CARBOXYLATES-DEG;	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA;	2	2	4.1.1.45	1
PWY-5103	ISOLEUCINE-SYN;	L-isoleucine biosynthesis III;	5	4	1.1.1.86	3
PWY-5103	ISOLEUCINE-SYN;	L-isoleucine biosynthesis III;	5	4	2.2.1.6	1
PWY-5103	ISOLEUCINE-SYN;	L-isoleucine biosynthesis III;	5	4	2.6.1.42	9
PWY-5103	ISOLEUCINE-SYN;	L-isoleucine biosynthesis III;	5	4	4.2.1.9	2
PWY-4984	NITROGEN-DEG;	urea cycle;	5	3	2.1.3.3	4
PWY-4984	NITROGEN-DEG;	urea cycle;	5	3	4.3.2.1	1
PWY-4984	NITROGEN-DEG;	urea cycle;	5	3	6.3.4.5	8
PWY-5926	ISOFLAVONOID-SYN; Interconversion;	afrormosin conjugates interconversion;	1	1	2.4.1.-	1
PWY-6129	Lipid-Biosynthesis;	dolichol and dolichyl phosphate biosynthesis;	2	1	2.5.1.-	2
PWY-5035	GIBBERELLINS-BIOSYNTHESIS;	gibberellin biosynthesis III (early C-13 hydroxylation);	3	1	1.14.11.-	2
PWY0-1336	ANAEROBIC-RESPIRATION; Electron-Transfer;	NADH to fumarate electron transfer;	2	1	1.6.5.-	1
PWY-6305	Putrescine-Biosynthesis;	putrescine biosynthesis IV;	4	2	3.5.3.11	3
PWY-6305	Putrescine-Biosynthesis;	putrescine biosynthesis IV;	4	2	4.1.1.19	2
PWY-699	Brassinosteroid-Biosynthesis;	brassinosteroid biosynthesis I;	5	3	1.14.-.-	5
PWY-699	Brassinosteroid-Biosynthesis;	brassinosteroid biosynthesis I;	5	3	1.14.13.-	3
PWY-699	Brassinosteroid-Biosynthesis;	brassinosteroid biosynthesis I;	5	3	1.3.99.-	1
PWY0-1433	Cofactor-Biosynthesis;	tetrahydromonapterin biosynthesis;	2	1	1.5.1.-	1
PWY-5998	Gamma-linolenate-Biosynthesis;	&gamma;-linolenate biosynthesis I (plants);	1	1	1.14.19.-	3
PWY-3221			1	1	4.2.1.46	3
PWY-6197	Chloroaromatic-Compounds-Degradation;	chlorinated phenols degradation;	1	1	1.14.13.-	3
PWY-862	Glycan-Pathways; POLYSACCHARIDES-DEG;	fructan degradation;	2	2	3.2.1.-	6
PWY-862	Glycan-Pathways; POLYSACCHARIDES-DEG;	fructan degradation;	2	2	3.2.1.80	1
FASYN-ELONG-PWY	Fatty-acid-biosynthesis;	fatty acid elongation -- saturated;	5	4	1.1.1.100	6
FASYN-ELONG-PWY	Fatty-acid-biosynthesis;	fatty acid elongation -- saturated;	5	4	1.3.1.9	2
FASYN-ELONG-PWY	Fatty-acid-biosynthesis;	fatty acid elongation -- saturated;	5	4	2.3.1.41	2
FASYN-ELONG-PWY	Fatty-acid-biosynthesis;	fatty acid elongation -- saturated;	5	4	4.2.1.-	7
PWY5F9-3233	AROMATIC-COMPOUNDS-DEGRADATION;	phthalate degradation (aerobic);	3	2	1.14.12.7	1
