#Pathway_id	Type	Name	ECs	total_family	total_family_found	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
PWY-5947	"C40-Carotenoids-Biosynthesis;"	"lutein biosynthesis;"	1.14.99.-+5.5.1.-	2	2	9	0.09	650.05	0.04	29.03	0.02	0.85	0.00	617.41	0.07	2.77	0.00
PWY-5642	"Dinitrotoluene-Degradation;"	"2,4-dinitrotoluene degradation;"	1.2.1.27	1	1	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
CITRULBIO-PWY	"Citrulline-Biosynthesis;"	"L-citrulline biosynthesis;"	1.2.1.41+2.1.3.3+2.6.1.13+2.7.2.11+3.5.1.2	7	5	11	0.11	702.18	0.04	36.29	0.03	10.50	0.00	651.64	0.07	3.73	0.00
PWY-5800	"SECONDARY-CELL-WALL;"	"xylan biosynthesis;"	2.4.1.-+2.4.2.-	3	2	16	0.15	2851.53	0.18	290.44	0.23	599.60	0.28	1059.21	0.12	902.29	0.30
PWY-3961	"Pantothenate-Biosynthesis;"	"phosphopantothenate biosynthesis II;"	6.3.2.1	2	1	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
KDO-NAGLIPASYN-PWY	"Lipid-Biosynthesis; Lipopolysaccharide-Biosynthesis; Super-Pathways;"	"superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis;"	2.3.1.-+2.3.1.191+2.4.1.182+2.4.99.12+2.5.1.55+2.7.1.130+2.7.7.38+3.1.3.45+3.5.1.108+5.3.1.13	13	10	35	0.34	2257.81	0.14	36.11	0.03	22.32	0.01	2187.72	0.24	11.66	0.00
PWY-6435	"4-Hydroxybenzoate-Biosynthesis;"	"4-hydroxybenzoate biosynthesis III (plants);"	1.1.1.35+2.3.1.16+4.2.1.17+6.2.1.12	5	4	33	0.32	1379.35	0.09	15.08	0.01	47.55	0.02	1299.11	0.14	17.61	0.01
PWY-5063	"Phytyl-Diphosphate-Biosynthesis;"	"phytyl diphosphate biosynthesis;"	1.3.1.-	1	1	11	0.11	2330.42	0.15	321.85	0.25	593.36	0.28	510.62	0.06	904.58	0.30
PWY-5064	"Chlorophyll-a-Biosynthesis;"	"chlorophyll <i>a</i> biosynthesis II;"	1.3.1.-+2.5.1.-	2	2	36	0.35	4030.07	0.26	368.77	0.29	608.81	0.28	2134.65	0.23	917.85	0.30
HOMOCYSDEGR-PWY	"CYSTEINE-SYN; HOMOCYSTEINE-DEG;"	"L-cysteine biosynthesis III (from L-homocysteine);"	4.2.1.22+4.4.1.1	2	2	5	0.05	109.43	0.01	1.73	0.00	0.51	0.00	103.98	0.01	3.21	0.00
PWY-5990	"CYANOGENIC-GLUCOSIDE-SYN;"	"lotaustralin biosynthesis;"	1.14.13.-	2	1	3	0.03	165.20	0.01	8.13	0.01	0.10	0.00	156.53	0.02	0.43	0.00
PWY-6188	""	""	3.6.3.-	1	1	42	0.40	6107.76	0.39	647.48	0.50	1143.84	0.53	2591.40	0.28	1725.04	0.57
PWY-6214	"3-Chlorocatechol-Degradation;"	"3-chlorocatechol degradation III (<i>meta</i> pathway);"	5.3.2.-	2	1	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TRESYN-PWY	"Trehalose-biosynthesis;"	"trehalose biosynthesis I;"	2.4.1.15	2	1	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
PWYQT-4429	"CO2-Fixation;"	"CO<sub>2</sub> fixation into oxaloacetate (anaplerotic);"	4.1.1.31	1	1	1	0.01	36.00	0.00	0.85	0.00	0.07	0.00	34.84	0.00	0.24	0.00
PWY-5154	"ARGININE-SYN;"	"L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline);"	1.2.1.38+2.1.3.9+2.3.1.1+2.6.1.11+2.7.2.8+3.5.1.16+4.3.2.1+6.3.4.5+6.3.5.5	9	9	54	0.52	5571.90	0.36	463.77	0.36	1947.67	0.91	2673.40	0.29	487.05	0.16
PWY-5366	"Palmitoleate-Biosynthesis;"	"palmitoleate biosynthesis II (plants and bacteria);"	1.14.99.-	2	1	8	0.08	434.40	0.03	29.01	0.02	0.32	0.00	402.70	0.04	2.36	0.00
PWY-6235	""	""	2.8.2.-	1	1	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
PWY-6578	"7-Keto-8-aminopelargonate-Biosynthesis;"	"8-amino-7-oxononanoate biosynthesis III;"	2.3.1.47	2	1	3	0.03	165.98	0.01	17.86	0.01	1.43	0.00	143.69	0.02	3.00	0.00
PWY-3001	"ISOLEUCINE-SYN; Super-Pathways;"	"superpathway of L-isoleucine biosynthesis I;"	1.1.1.3+1.1.1.86+1.2.1.11+2.2.1.6+2.6.1.1+2.6.1.42+2.7.1.39+2.7.2.4+4.2.1.9+4.2.3.1+4.3.1.19	11	11	47	0.45	3195.95	0.20	90.23	0.07	48.60	0.02	3025.38	0.33	31.73	0.01
PWY-1921	"Activation;"	"indole-3-acetate activation II;"	3.1.-.-	1	1	51	0.49	7009.19	0.45	703.80	0.55	1202.89	0.56	3295.85	0.36	1806.65	0.60
PWY-5108	"ISOLEUCINE-SYN;"	"L-isoleucine biosynthesis V;"	2.6.1.42	1	1	9	0.09	638.35	0.04	27.79	0.02	7.21	0.00	594.44	0.06	8.91	0.00
PWY-882	"Ascorbate-Biosynthesis;"	"L-ascorbate biosynthesis I (L-galactose pathway);"	1.1.1.-+2.7.7.-+2.7.7.13+3.1.3.-+5.3.1.8+5.4.2.8	8	6	42	0.40	2648.85	0.17	30.61	0.02	46.55	0.02	2559.05	0.28	12.64	0.00
GLUTDEG-PWY	"ASPARTATE-SYN; GLUTAMATE-DEG;"	"L-glutamate degradation II;"	2.6.1.1	2	1	6	0.06	414.45	0.03	7.53	0.01	20.64	0.01	381.70	0.04	4.58	0.00
NADSYN-PWY	"NAD-SYN; Super-Pathways;"	"NAD <i>de novo</i> biosynthesis II (from tryptophan);"	1.13.11.11+1.14.13.9+2.4.2.19+2.7.7.18+3.7.1.3+6.3.5.1	8	6	13	0.13	1037.17	0.07	3.28	0.00	19.30	0.01	1007.56	0.11	7.02	0.00
PWY-5196	"Cofactor-Biosynthesis;"	"factor 430 biosynthesis;"	2.1.1.107	1	1	4	0.04	486.75	0.03	0.02	0.00	1.07	0.00	484.65	0.05	1.02	0.00
GLUTORN-PWY	"L-Ornithine-Biosynthesis;"	"L-ornithine biosynthesis I;"	1.2.1.38+2.3.1.1+2.6.1.11+2.7.2.8+3.5.1.16	5	5	23	0.22	2414.35	0.15	172.15	0.13	783.25	0.36	1268.22	0.14	190.73	0.06
P124-PWY	"Acetate-Formation; Fermentation-to-Lactate; Sugars-And-Polysaccharides-Degradation;"	"Bifidobacterium shunt;"	1.1.1.27+1.2.1.12+2.2.1.1+2.2.1.2+2.7.1.2+2.7.1.40+2.7.2.1+2.7.2.3+4.2.1.11+5.1.3.1+5.3.1.6+5.3.1.9	15	12	49	0.47	8154.77	0.52	947.72	0.74	1770.04	0.82	2819.52	0.31	2617.48	0.86
PWY-4242	""	""	2.7.1.24+2.7.1.33+2.7.7.3+4.1.1.36+6.3.2.1+6.3.2.5	7	6	18	0.17	1136.98	0.07	43.41	0.03	13.65	0.01	1069.21	0.12	10.72	0.00
PWY-5367	"Unsaturated-Fatty-Acids-Biosynthesis;"	"petroselinate biosynthesis;"	1.1.1.100+1.14.99.-+1.3.1.-+4.2.1.-	5	4	32	0.31	3370.84	0.22	366.29	0.29	602.09	0.28	1491.61	0.16	910.85	0.30
PWY-5350	"Thiosulfate-Disproportionation;"	"thiosulfate disproportionation IV (rhodanese);"	2.8.1.1	1	1	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
PWY-701	"METHIONINE-DEG;"	"L-methionine degradation II;"	4.4.1.11	1	1	2	0.02	73.03	0.00	0.00	0.00	0.13	0.00	71.40	0.01	1.50	0.00
PWY-5132	"TERPENOPHENOLICS-SYN;"	"lupulone and humulone biosynthesis;"	2.5.1.-	2	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
PWY-5808	"TERPENOPHENOLICS-SYN;"	"hyperforin and adhyperforin biosynthesis;"	2.5.1.-	2	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
PWY-6154	"Autoinducer-Biosynthesis;"	"autoinducer AI-2 biosynthesis II (<i>Vibrio</i>);"	2.1.1.-+3.2.2.9	3	2	38	0.37	3622.79	0.23	378.66	0.30	605.32	0.28	1707.92	0.19	930.89	0.31
PWY-5805	"Polyprenyl-Biosynthesis;"	"nonaprenyl diphosphate biosynthesis I;"	2.5.1.-	1	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
P261-PWY	"Coenzyme-M-Biosynthesis;"	"coenzyme M biosynthesis I;"	3.1.3.71	3	1	2	0.02	38.60	0.00	0.12	0.00	0.16	0.00	36.80	0.00	1.53	0.00
PWY-5807	"Polyprenyl-Biosynthesis;"	"heptaprenyl diphosphate biosynthesis;"	2.5.1.30	1	1	2	0.02	99.72	0.01	8.13	0.01	0.07	0.00	89.87	0.01	1.66	0.00
DENOVOPURINE2-PWY	"Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis II;"	1.1.1.205+1.17.4.1+2.1.2.-+2.1.2.3+2.4.2.14+2.7.4.3+2.7.4.6+2.7.4.8+3.5.4.10+3.6.3.14+4.3.2.2+5.4.99.18+6.3.2.6+6.3.3.1+6.3.4.13+6.3.4.18+6.3.4.4+6.3.5.2+6.3.5.3	21	19	73	0.70	7776.20	0.50	737.35	0.58	1212.59	0.56	4009.21	0.44	1817.06	0.60
HOMOSERSYN-PWY	"Other-Amino-Acid-Biosynthesis;"	"L-homoserine biosynthesis;"	1.1.1.3+1.2.1.11+2.7.2.4	3	3	8	0.08	560.47	0.04	25.69	0.02	2.28	0.00	527.53	0.06	4.97	0.00
TREDEGLOW-PWY	"Trehalose-Degradation;"	"trehalose degradation I (low osmolarity);"	2.7.1.2	2	1	2	0.02	96.47	0.01	8.13	0.01	0.05	0.00	88.05	0.01	0.24	0.00
PWY0-1299	"Acid-Resistance;"	"arginine dependent acid resistance;"	4.1.1.19	1	1	2	0.02	81.70	0.01	0.00	0.00	0.15	0.00	80.05	0.01	1.50	0.00
ILEUDEG-PWY	"ISOLEUCINE-DEG;"	"L-isoleucine degradation I;"	2.3.1.9+2.6.1.42+4.2.1.17	5	3	30	0.29	1525.62	0.10	41.86	0.03	30.46	0.01	1433.00	0.16	20.29	0.01
PWY-5600	"Pyruvate-Acetate-Fermentation; Super-Pathways;"	"pyruvate fermentation to acetate VII;"	2.3.1.8+2.7.2.1	3	2	6	0.06	269.19	0.02	14.76	0.01	0.12	0.00	252.49	0.03	1.82	0.00
PWY-5074	"CARBOXYLATES-DEG;"	"mevalonate degradation;"	4.1.3.4	2	1	2	0.02	204.87	0.01	0.23	0.00	0.42	0.00	203.78	0.02	0.44	0.00
AMMASSIM-PWY	"Ammonia-Assimilation; Super-Pathways;"	"ammonia assimilation cycle III;"	1.4.1.13+6.3.1.2	2	2	12	0.12	554.27	0.04	14.07	0.01	11.64	0.01	524.60	0.06	3.96	0.00
PWY0-381	"GLYCEROL-DEG; Super-Pathways;"	"glycerol and glycerophosphodiester degradation;"	1.1.5.3+2.7.1.30+3.1.4.46	3	3	8	0.08	404.07	0.03	30.30	0.02	3.68	0.00	360.70	0.04	9.39	0.00
PWY-5673	""	""	1.7.2.2	2	1	2	0.02	74.50	0.00	1.55	0.00	0.09	0.00	72.43	0.01	0.43	0.00
PWY-821	"Amino-Acid-Biosynthesis; Super-Pathways;"	"superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>);"	1.8.4.8+2.3.1.31+2.5.1.49+4.2.1.22+4.4.1.1	9	5	10	0.10	642.22	0.04	1.86	0.00	1.76	0.00	634.54	0.07	4.06	0.00
CENTFERM-PWY	"Acetyl-CoA-Butyrate; Pyruvate-Degradation;"	"pyruvate fermentation to butanoate;"	1.1.1.35+2.3.1.19+2.3.1.9+2.7.2.7	6	4	16	0.15	583.42	0.04	23.25	0.02	10.73	0.00	543.41	0.06	6.03	0.00
PWY-5997	"Alpha-Linolenate-Biosynthesis;"	"&alpha;-linolenate biosynthesis I (plants and red algae);"	1.14.19.-	1	1	3	0.03	124.04	0.01	0.00	0.00	0.04	0.00	122.42	0.01	1.58	0.00
PWY-5155	"Beta-Alanine-Biosynthesis;"	"&beta;-alanine biosynthesis III;"	4.1.1.11	1	1	2	0.02	91.76	0.01	0.13	0.00	0.25	0.00	91.25	0.01	0.13	0.00
PWY-5923	"Limonene-Degradation;"	"limonene degradation I (D-limonene);"	1.14.13.107	3	1	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
PWY-6124	"IMP-Biosynthesis;"	"inosine-5'-phosphate biosynthesis II;"	2.1.2.3+3.5.4.10+4.1.1.21+4.3.2.2+6.3.2.6	5	5	12	0.12	1026.89	0.07	2.35	0.00	25.41	0.01	993.37	0.11	5.76	0.00
PWY-283	"Benzoate-Degradation;"	"benzoate degradation II (aerobic and anaerobic);"	6.2.1.25	1	1	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
PWY-5160	"ANTHOCYANIN-SYN;"	"rose anthocyanin biosynthesis I (via cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside);"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PYRIDOXSYN-PWY	"Vitamin-B6-Biosynthesis;"	"pyridoxal 5'-phosphate biosynthesis I;"	1.1.1.262+1.2.1.72+2.2.1.7+2.6.1.52+2.6.99.2	7	5	11	0.11	794.95	0.05	25.40	0.02	48.73	0.02	658.79	0.07	62.02	0.02
PWY-6012	"Cofactor-Biosynthesis; Interconversion;"	"acyl carrier protein metabolism;"	2.7.8.7	2	1	4	0.04	389.15	0.02	0.61	0.00	22.48	0.01	361.80	0.04	4.26	0.00
PWY-5134	"Metabolic-Clusters; Super-Pathways; TERPENOPHENOLICS-SYN;"	"superpathway of bitter acids biosynthesis;"	2.5.1.-	2	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
PWY-801	"CYSTEINE-SYN; Interconversion;"	"homocysteine and cysteine interconversion;"	4.2.1.22+4.4.1.1	3	2	5	0.05	109.43	0.01	1.73	0.00	0.51	0.00	103.98	0.01	3.21	0.00
PWY-1881	"C1-COMPOUNDS; CHEMOAUTOTROPHIC-ENERGY-METABOLISM;"	"formate oxidation to CO<sub>2</sub>;"	1.2.1.2	1	1	3	0.03	434.75	0.03	0.02	0.00	0.87	0.00	433.08	0.05	0.77	0.00
PWY-5723	"Energy-Metabolism;"	"Rubisco shunt;"	2.2.1.1+2.2.1.2+2.7.1.40+4.2.1.11+5.1.3.1+5.3.1.6	9	6	20	0.19	4606.23	0.29	606.07	0.47	1156.26	0.54	1089.54	0.12	1754.36	0.58
PHOSLIPSYN2-PWY	"Phospholipid-Biosynthesis; Super-Pathways;"	"superpathway of phospholipid biosynthesis II (plants);"	1.1.1.94+2.3.1.51+2.7.7.-+2.7.7.41+2.7.8.-+2.7.8.5+2.7.8.8+3.1.3.27	21	8	39	0.38	2436.20	0.16	85.02	0.07	57.63	0.03	2262.12	0.25	31.43	0.01
PWY-5666	"ALKALOIDS-SYN;"	"&alpha;-solanine/&alpha;-chaconine biosynthesis;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
SUCUTIL-PWY	"SUCROSE-DEG;"	"sucrose degradation I (sucrose phosphotransferase);"	2.7.1.4+3.2.1.26	2	2	4	0.04	230.32	0.01	0.00	0.00	0.08	0.00	230.13	0.03	0.11	0.00
PWY-5113	"UDP-Sugar-Biosynthesis;"	"UDP-D-apiose biosynthesis (from UDP-D-glucuronate);"	4.1.1.-	1	1	3	0.03	119.18	0.01	0.09	0.00	0.62	0.00	118.30	0.01	0.17	0.00
PWY-6516	"Sugar-Derivatives; Super-Pathways;"	"superpathway of microbial D-galacturonate and D-glucuronate degradation;"	1.1.1.-+1.1.1.60+1.2.1.26+2.7.1.45+4.1.2.14	19	5	16	0.15	1062.75	0.07	4.50	0.00	21.30	0.01	1031.90	0.11	5.05	0.00
P283-PWY	"Hydrogen-Oxidation;"	"hydrogen oxidation I (aerobic);"	1.12.99.6	1	1	2	0.02	144.85	0.01	0.01	0.00	0.08	0.00	144.71	0.02	0.05	0.00
TCA	"TCA-VARIANTS;"	"TCA cycle I (prokaryotic);"	1.1.1.37+1.1.1.42+1.3.5.1+4.2.1.2+4.2.1.3+6.2.1.5	8	6	26	0.25	1680.61	0.11	52.07	0.04	19.78	0.01	1595.22	0.17	13.54	0.00
PWY-5845	"Menaquinone-Biosynthesis; Super-Pathways;"	"superpathway of menaquinol-9 biosynthesis;"	2.1.1.163+2.2.1.9+2.5.1.-+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	10	9	44	0.42	4352.21	0.28	398.85	0.31	613.18	0.28	2426.92	0.26	913.26	0.30
PWY4FS-7	"PhosphatidylglycerolBiosynthesis; Super-Pathways;"	"phosphatidylglycerol biosynthesis I (plastidic);"	1.1.1.94+2.3.1.51+2.7.7.41+2.7.8.5+3.1.3.27	6	5	15	0.14	922.70	0.06	68.00	0.05	31.85	0.01	799.24	0.09	23.61	0.01
PWYQT-4475	"GLUCOSINOLATE-SYN;"	"glucosinolate biosynthesis from hexahomomethionine;"	1.14.13.-+2.6.1.-+2.8.2.-	4	3	5	0.05	265.33	0.02	10.50	0.01	0.23	0.00	254.12	0.03	0.49	0.00
PWY-6164	"3-Dehydroquinate-Biosynthesis;"	"3-dehydroquinate biosynthesis I;"	2.5.1.54+4.2.3.4	2	2	2	0.02	257.60	0.02	0.00	0.00	0.55	0.00	256.69	0.03	0.36	0.00
NONOXIPENT-PWY	"Pentose-Phosphate-Cycle;"	"pentose phosphate pathway (non-oxidative branch);"	2.2.1.1+2.2.1.2+5.1.3.1+5.3.1.6	4	4	14	0.13	4135.19	0.26	595.88	0.46	1152.54	0.54	633.78	0.07	1752.97	0.58
TOLUENE-DEG-2-OH-PWY	"TOLUENE-DEG;"	"toluene degradation to 2-hydroxypentadienoate I (<I>via</I> <i>o</I>-cresol);"	1.13.11.2+1.14.13.-+3.7.1.-	3	3	5	0.05	232.79	0.01	10.52	0.01	0.21	0.00	221.49	0.02	0.57	0.00
PWY-5114	"Interconversion; Super-Pathways; UDP-Sugar-Biosynthesis;"	"UDP-sugars interconversion;"	1.1.1.22+2.4.1.13+2.7.7.9+4.1.1.-+4.1.1.35+5.1.3.2+5.1.3.3+5.4.2.6	20	8	21	0.20	1338.09	0.09	3.69	0.00	22.93	0.01	1301.96	0.14	9.51	0.00
THREONINE-DEG2-PWY	"THREONINE-DEG;"	"L-threonine degradation II;"	1.1.1.103	2	1	4	0.04	266.40	0.02	8.34	0.01	0.69	0.00	256.61	0.03	0.77	0.00
PWY-622	"GLYCOGEN-BIOSYN;"	"starch biosynthesis;"	2.4.1.18+2.4.1.21+2.7.7.27+5.3.1.9+5.4.2.2	6	5	15	0.14	2490.42	0.16	331.74	0.26	645.98	0.30	612.78	0.07	899.93	0.30
PWY-5787	"AROMATIC-COMPOUNDS-BIOSYN;"	"oligomeric urushiol biosynthesis;"	1.10.3.-	1	1	10	0.10	2239.05	0.14	310.89	0.24	582.66	0.27	486.85	0.05	858.64	0.28
LEUSYN-PWY	"LEUCINE-SYN;"	"L-leucine biosynthesis;"	1.1.1.85+2.3.3.13+2.6.1.42+4.2.1.33	4	4	16	0.15	803.80	0.05	28.25	0.02	8.06	0.00	756.66	0.08	10.83	0.00
SALVPURINE2-PWY	"Purine-Nucleotides-Salvage;"	"xanthine and xanthosine salvage;"	2.4.2.1+2.4.2.22+2.4.2.8+3.5.4.3	5	4	12	0.12	849.91	0.05	26.76	0.02	3.12	0.00	815.23	0.09	4.81	0.00
PWY-5482	"Pyruvate-Acetate-Fermentation;"	"pyruvate fermentation to acetate II;"	1.2.1.-+2.3.1.8+2.7.2.1	3	3	17	0.16	3116.63	0.20	326.71	0.25	573.37	0.27	1358.34	0.15	858.21	0.28
PWY-5516	"Xylose-Degradation;"	"D-xylose degradation II;"	1.1.1.-	1	1	12	0.12	840.22	0.05	3.60	0.00	19.99	0.01	812.50	0.09	4.12	0.00
ASPARAGINE-DEG1-PWY	"ASPARAGINE-DEG;"	"L-asparagine degradation I;"	3.5.1.1	1	1	2	0.02	107.91	0.01	8.13	0.01	0.05	0.00	99.48	0.01	0.25	0.00
PWY-6085	"Chloroaromatic-Compounds-Degradation;"	"2,4-dichlorophenoxyacetate degradation;"	1.14.11.-	2	1	2	0.02	263.05	0.02	0.00	0.00	0.56	0.00	262.12	0.03	0.36	0.00
PWY490-4	"ASPARAGINE-SYN; Aminoacyl-tRNAs-Charging;"	"L-asparagine biosynthesis III (tRNA-dependent);"	6.1.1.-+6.3.5.-	2	2	12	0.12	1023.41	0.07	13.82	0.01	37.15	0.02	962.45	0.10	9.99	0.00
PWY-5946	"C40-Carotenoids-Biosynthesis;"	"&delta;-carotene biosynthesis;"	5.5.1.-	1	1	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
PWY-5893	"Polyprenyl-Biosynthesis;"	"tridecaprenyl diphosphate biosynthesis;"	2.5.1.-	1	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
PWY-5027	"Phylloquinone-Biosynthesis; Vitamin-Biosynthesis;"	"phylloquinol biosynthesis;"	2.5.1.-	1	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
PWY-5989	"Stearate-Biosynthesis;"	"stearate biosynthesis II (bacteria and plants);"	1.1.1.100+1.3.1.9+2.3.1.41+4.2.1.59	5	4	13	0.13	940.23	0.06	7.66	0.01	25.42	0.01	900.50	0.10	6.65	0.00
FAO-PWY	"Fatty-Acid-Degradation;"	"fatty acid &beta;-oxidation I;"	1.1.1.35+2.3.1.16+4.2.1.17+5.1.2.3+5.3.3.8+6.2.1.3	7	6	41	0.39	2008.31	0.13	35.28	0.03	54.94	0.03	1898.46	0.21	19.63	0.01
COMPLETE-ARO-PWY	"Amino-Acid-Biosynthesis; Super-Pathways;"	"superpathway of aromatic amino acid biosynthesis;"	1.1.1.25+1.3.1.12+2.4.2.18+2.5.1.19+2.5.1.54+2.6.1.57+2.7.1.71+4.1.1.48+4.1.3.27+4.2.1.10+4.2.1.20+4.2.1.51+4.2.3.4+4.2.3.5+5.3.1.24+5.4.99.5	17	16	49	0.47	4597.15	0.29	321.88	0.25	642.64	0.30	2754.46	0.30	878.17	0.29
LPSSYN-PWY	"Lipid-Biosynthesis; Super-Pathways;"	"superpathway of lipopolysaccharide biosynthesis;"	2.-.-.-+2.3.1.-+2.3.1.191+2.4.-.-+2.4.1.182+2.4.1.58+2.4.99.12+2.5.1.55+2.7.1.-+2.7.1.130+2.7.7.38+3.1.3.45+3.5.1.108+5.3.1.13	18	14	61	0.59	3843.08	0.25	66.53	0.05	55.07	0.03	3665.59	0.40	55.89	0.02
PWY-1822	"Activation;"	"indole-3-acetate activation I;"	3.5.1.-	1	1	19	0.18	1167.44	0.07	22.20	0.02	11.45	0.01	1124.96	0.12	8.83	0.00
KDOSYN-PWY	"KDO-Lipid-IV-Transfer;"	"Kdo transfer to lipid IV<sub>A</sub> I;"	2.4.99.12	2	1	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
PWY-6281	"Selenocysteine-Biosynthesis;"	"L-selenocysteine biosynthesis II (archaea and eukaryotes);"	2.7.9.3+6.1.1.11	4	2	4	0.04	364.25	0.02	10.63	0.01	0.49	0.00	352.43	0.04	0.69	0.00
PWY-1701	"Methanol-Oxidation; Super-Pathways;"	"methanol and methylamine oxidation to formaldehyde;"	1.1.2.-	2	1	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
PWY-6228	"3-Chlorobenzoate-Degradation;"	"3-chlorobenzoate degradation III (via gentisate);"	1.14.13.24	1	1	4	0.04	303.35	0.02	0.27	0.00	20.31	0.01	279.27	0.03	3.49	0.00
PWY-6005	"TRITERPENOID-SYN;"	"marneral biosynthesis;"	5.4.99.-	1	1	13	0.13	793.23	0.05	37.67	0.03	22.47	0.01	726.21	0.08	6.88	0.00
PWY-5913	"TCA-VARIANTS;"	"partial TCA cycle (obligate autotrophs);"	1.1.1.37+1.1.1.42+1.3.5.1+1.4.1.4+2.6.1.1+4.1.1.31+4.2.1.2+4.2.1.3+6.2.1.5	10	9	35	0.34	2403.09	0.15	60.49	0.05	41.08	0.02	2282.65	0.25	18.86	0.01
PWY-1281	"Sulfoacetaldehyde-Degradation;"	"sulfoacetaldehyde degradation I;"	2.3.1.8+2.3.3.15	2	2	3	0.03	92.67	0.01	2.39	0.00	3.66	0.00	84.38	0.01	2.23	0.00
PWY-5133	"TERPENOPHENOLICS-SYN;"	"colupulone and cohumulone biosynthesis;"	2.5.1.-	2	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
P185-PWY	"Formaldehyde-Assimilation;"	"formaldehyde assimilation III (dihydroxyacetone cycle);"	1.2.1.12+2.2.1.1+2.2.1.2+2.7.2.3+3.1.3.11+4.1.2.13+5.1.3.1+5.3.1.1+5.3.1.6	11	9	44	0.42	9484.13	0.61	1212.08	0.95	2334.24	1.08	2467.20	0.27	3470.61	1.14
P183-PWY	"Catechol-Degradation;"	"catechol degradation to 2-hydroxypentadienoate I;"	1.13.11.2	2	1	1	0.01	42.19	0.00	2.26	0.00	0.00	0.00	39.89	0.00	0.03	0.00
PWY-6473	"4-Aminobutyraye-Degradation;"	"4-aminobutanoate degradation IV;"	2.6.1.-	2	1	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PWY-4983	"ARGININE-DEG; ARGININE-SYN; Nitric-Oxide-Biosynthesis;"	"nitric oxide biosynthesis II (mammals);"	4.3.2.1+6.3.4.5	3	2	19	0.18	1984.80	0.13	144.36	0.11	775.55	0.36	879.48	0.10	185.41	0.06
PWY-5973	"Unsaturated-Fatty-Acids-Biosynthesis;"	"<i>cis</i>-vaccenate biosynthesis;"	1.1.1.100+2.3.1.179	4	2	11	0.11	2126.70	0.14	305.76	0.24	568.01	0.26	397.26	0.04	855.67	0.28
PWY-5687	""	""	2.7.4.14+2.7.4.6+6.3.4.2	3	3	9	0.09	631.32	0.04	28.36	0.02	7.75	0.00	593.38	0.06	1.82	0.00
PWY-5653	"NAD-SYN;"	"NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde;"	2.4.2.19+2.7.7.18+6.3.5.1	3	3	10	0.10	822.48	0.05	2.95	0.00	18.41	0.01	794.62	0.09	6.51	0.00
HISTSYN-PWY	"HISTIDINE-SYN;"	"L-histidine biosynthesis;"	1.1.1.23+2.4.2.-+2.4.2.17+2.6.1.9+3.1.3.15+3.5.4.19+3.6.1.31+4.2.1.19+5.3.1.16	9	9	25	0.24	1814.96	0.12	16.73	0.01	42.14	0.02	1745.49	0.19	10.60	0.00
