#Accession	Name	Function	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
TIGR01971	NuoI	"NADH-quinone oxidoreductase, chain I"	4	0.04	367.95	0.02	0.92	0.00	0.82	0.00	364.64	0.04	1.57	0.00
TIGR03214	ura-cupin	"putative allantoin catabolism protein"	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
TIGR00384	dhsB	"succinate dehydrogenase and fumarate reductase iron-sulfur protein"	2	0.02	247.68	0.02	0.14	0.00	4.17	0.00	241.87	0.03	1.50	0.00
TIGR02734	crtI_fam	"phytoene desaturase"	7	0.07	417.35	0.03	29.01	0.02	0.32	0.00	385.66	0.04	2.35	0.00
TIGR02824	quinone_pig3	"putative NAD(P)H quinone oxidoreductase, PIG3 family"	2	0.02	205.20	0.01	0.01	0.00	0.42	0.00	203.02	0.02	1.76	0.00
TIGR01529	argR_whole	"arginine repressor"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
TIGR00172	maf	"septum formation protein Maf"	5	0.05	1892.08	0.12	308.45	0.24	565.54	0.26	160.83	0.02	857.26	0.28
TIGR02276	beta_rpt_yvtn	"40-residue YVTN family beta-propeller repeat"	2	0.02	266.28	0.02	0.02	0.00	0.79	0.00	264.78	0.03	0.69	0.00
TIGR00100	hypA	"hydrogenase nickel insertion protein HypA"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR00195	exoDNase_III	"exodeoxyribonuclease III"	4	0.04	342.69	0.02	17.30	0.01	3.05	0.00	316.45	0.03	5.89	0.00
TIGR02784	addA_alphas	"double-strand break repair helicase AddA"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
TIGR04408	LptG_lptG	"LPS export ABC transporter permease LptG"	3	0.03	164.97	0.01	0.06	0.00	0.46	0.00	163.43	0.02	1.01	0.00
TIGR01856	hisJ_fam	"histidinol phosphate phosphatase, HisJ family"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
TIGR00249	sixA	"phosphohistidine phosphatase SixA"	1	0.01	74.07	0.00	0.00	0.00	0.01	0.00	74.05	0.01	0.01	0.00
TIGR01084	mutY	"A/G-specific adenine glycosylase"	3	0.03	1887.20	0.12	325.55	0.25	585.30	0.27	85.35	0.01	891.01	0.29
TIGR01378	thi_PPkinase	"thiamine pyrophosphokinase"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR01804	BADH	"betaine-aldehyde dehydrogenase"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
TIGR02655	circ_KaiC	"circadian clock protein KaiC"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
TIGR01771	L-LDH-NAD	"L-lactate dehydrogenase"	2	0.02	136.81	0.01	10.50	0.01	0.07	0.00	125.96	0.01	0.28	0.00
TIGR02124	hypE	"hydrogenase expression/formation protein HypE"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR01743	purR_Bsub	"pur operon repressor PurR"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
TIGR01246	dapE_proteo	"succinyl-diaminopimelate desuccinylase"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
TIGR03174	cas_Csc3	"CRISPR type I-D/CYANO-associated protein Csc3/Cas10d"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR00232	tktlase_bact	"transketolase"	6	0.06	1915.98	0.12	308.96	0.24	564.15	0.26	189.35	0.02	853.52	0.28
TIGR01224	hutI	"imidazolonepropionase"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR03654	L6_bact	"ribosomal protein uL6"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
TIGR00692	tdh	"L-threonine 3-dehydrogenase"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR01883	PepT-like	"peptidase T-like protein"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
TIGR02936	fdxN_nitrog	"ferredoxin III, nif-specific"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR00738	rrf2_super	"Rrf2 family protein"	3	0.03	239.41	0.02	0.13	0.00	0.56	0.00	238.26	0.03	0.46	0.00
TIGR00186	rRNA_methyl_3	"RNA methyltransferase, TrmH family, group 3"	3	0.03	291.69	0.02	4.98	0.00	0.68	0.00	285.41	0.03	0.62	0.00
TIGR00856	pyrC_dimer	"dihydroorotase, homodimeric type"	1	0.01	68.00	0.00	0.00	0.00	0.14	0.00	67.82	0.01	0.03	0.00
TIGR00101	ureG	"urease accessory protein UreG"	2	0.02	1925.29	0.12	298.42	0.23	564.41	0.26	209.05	0.02	853.42	0.28
TIGR03303	OM_YaeT	"outer membrane protein assembly complex, YaeT protein"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
TIGR00191	thrB	"homoserine kinase"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
TIGR02677	TIGR02677	"TIGR02677 family protein"	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
TIGR02215	phage_chp_gp8	"phage conserved hypothetical protein, phiE125 gp8 family"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
TIGR01242	26Sp45	"26S proteasome subunit P45 family"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR03159	cas_Csc1	"CRISPR type I-D/CYANO-associated protein Csc1"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR00861	MIP	"MIP family channel proteins"	2	0.02	77.41	0.00	12.14	0.01	1.09	0.00	61.49	0.01	2.70	0.00
TIGR00020	prfB	"peptide chain release factor 2"	6	0.06	345.11	0.02	13.42	0.01	12.08	0.01	312.91	0.03	6.70	0.00
TIGR01959	nuoF_fam	"NADH oxidoreductase (quinone), F subunit"	3	0.03	293.88	0.02	0.92	0.00	0.81	0.00	290.59	0.03	1.56	0.00
TIGR00176	mobB	"molybdopterin-guanine dinucleotide biosynthesis protein B"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR01692	HIBADH	"3-hydroxyisobutyrate dehydrogenase"	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
TIGR00081	purC	"phosphoribosylaminoimidazolesuccinocarboxamide synthase"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
TIGR01470	cysG_Nterm	"siroheme synthase, N-terminal domain"	2	0.02	395.93	0.03	0.02	0.00	1.05	0.00	393.88	0.04	0.98	0.00
TIGR00353	nrfE	"cytochrome c-type biogenesis protein CcmF"	2	0.02	266.28	0.02	0.02	0.00	0.79	0.00	264.78	0.03	0.69	0.00
TIGR00388	glyQ	"glycine--tRNA ligase, alpha subunit"	1	0.01	1783.23	0.11	282.94	0.22	587.09	0.27	15.03	0.00	898.17	0.30
TIGR00561	pntA	"NAD(P)(+) transhydrogenase (AB-specific), alpha subunit"	1	0.01	25.00	0.00	0.05	0.00	3.18	0.00	21.08	0.00	0.69	0.00
TIGR00855	L12	"ribosomal protein bL12"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR04211	SH3_and_anchor	"SH3 domain protein"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
TIGR00038	efp	"translation elongation factor P"	4	0.04	361.94	0.02	8.13	0.01	0.62	0.00	351.18	0.04	2.01	0.00
TIGR01695	murJ_mviN	"murein biosynthesis integral membrane protein MurJ"	2	0.02	112.61	0.01	4.85	0.00	3.57	0.00	103.71	0.01	0.47	0.00
TIGR00762	DegV	"EDD domain protein, DegV family"	4	0.04	222.53	0.01	7.53	0.01	0.61	0.00	213.85	0.02	0.54	0.00
TIGR01448	recD_rel	"helicase, RecD/TraA family"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR00214	lipB	"lipoyl(octanoyl) transferase"	2	0.02	78.14	0.00	1.09	0.00	16.46	0.01	58.05	0.01	2.55	0.00
TIGR00331	hrcA	"heat-inducible transcription repressor HrcA"	4	0.04	109.82	0.01	2.52	0.00	3.63	0.00	101.28	0.01	2.39	0.00
TIGR03692	ATP_dep_HslV	"ATP-dependent protease HslVU, peptidase subunit"	3	0.03	316.31	0.02	17.87	0.01	1.81	0.00	293.29	0.03	3.33	0.00
TIGR01846	type_I_sec_HlyB	"type I secretion system ATPase"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR01973	NuoG	"NADH dehydrogenase (quinone), G subunit"	2	0.02	257.88	0.02	0.07	0.00	0.75	0.00	255.75	0.03	1.32	0.00
TIGR03848	MSMEG_4193	"probable phosphomutase, MSMEG_4193 family"	1	0.01	25.03	0.00	0.13	0.00	0.10	0.00	24.72	0.00	0.09	0.00
TIGR01439	lp_hng_hel_AbrB	"transcriptional regulator, AbrB family"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
TIGR02225	recomb_XerD	"tyrosine recombinase XerD"	3	0.03	153.26	0.01	10.49	0.01	0.30	0.00	142.16	0.02	0.31	0.00
TIGR01406	dnaQ_proteo	"DNA polymerase III, epsilon subunit"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
TIGR02669	SpoIID_LytB	"SpoIID/LytB domain"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
TIGR01372	soxA	"sarcosine oxidase, alpha subunit family"	2	0.02	220.46	0.01	0.03	0.00	4.01	0.00	215.33	0.02	1.09	0.00
TIGR00417	speE	"spermidine synthase"	1	0.01	68.00	0.00	0.00	0.00	0.14	0.00	67.82	0.01	0.03	0.00
TIGR00643	recG	"ATP-dependent DNA helicase RecG"	2	0.02	77.96	0.00	3.27	0.00	0.06	0.00	74.41	0.01	0.22	0.00
TIGR01733	AA-adenyl-dom	"amino acid adenylation domain"	7	0.07	673.49	0.04	0.61	0.00	22.54	0.01	646.05	0.07	4.30	0.00
TIGR02349	DnaJ_bact	"chaperone protein DnaJ"	3	0.03	84.78	0.01	2.39	0.00	3.54	0.00	76.56	0.01	2.29	0.00
TIGR01346	isocit_lyase	"isocitrate lyase"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
TIGR02457	TreS_Cterm	"putative maltokinase"	2	0.02	115.96	0.01	1.19	0.00	0.06	0.00	114.42	0.01	0.29	0.00
TIGR01035	hemA	"glutamyl-tRNA reductase"	4	0.04	1815.30	0.12	298.41	0.23	564.13	0.26	96.84	0.01	855.92	0.28
TIGR00636	PduO_Nterm	"ATP:cob(I)alamin adenosyltransferase"	3	0.03	148.73	0.01	18.13	0.01	1.31	0.00	126.32	0.01	2.97	0.00
TIGR01934	MenG_MenH_UbiE	"ubiquinone/menaquinone biosynthesis methyltransferase"	2	0.02	99.42	0.01	8.13	0.01	0.08	0.00	89.64	0.01	1.58	0.00
TIGR02383	Hfq	"RNA chaperone Hfq"	2	0.02	274.30	0.02	7.87	0.01	0.48	0.00	265.37	0.03	0.58	0.00
TIGR00005	rluA_subfam	"pseudouridine synthase, RluA family"	4	0.04	190.29	0.01	3.57	0.00	16.69	0.01	167.48	0.02	2.55	0.00
TIGR01376	POMP_repeat	"chlamydial polymorphic outer membrane protein repeat"	2	0.02	129.15	0.01	0.00	0.00	0.28	0.00	128.81	0.01	0.05	0.00
TIGR03423	pbp2_mrdA	"penicillin-binding protein 2"	1	0.01	190.91	0.01	0.01	0.00	0.44	0.00	190.05	0.02	0.40	0.00
TIGR03557	F420_G6P_family	"F420-dependent oxidoreductase, G6PDH family"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
TIGR00367	TIGR00367	"K+-dependent Na+/Ca+ exchanger homolog"	3	0.03	237.27	0.02	0.26	0.00	0.43	0.00	236.18	0.03	0.40	0.00
TIGR01819	F420_cofD	"2-phospho-L-lactate transferase"	2	0.02	41.21	0.00	0.48	0.00	0.17	0.00	40.35	0.00	0.21	0.00
TIGR03410	urea_trans_UrtE	"urea ABC transporter, ATP-binding protein UrtE"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
TIGR03591	polynuc_phos	"polyribonucleotide nucleotidyltransferase"	4	0.04	212.62	0.01	10.26	0.01	3.75	0.00	197.46	0.02	1.16	0.00
TIGR00655	PurU	"formyltetrahydrofolate deformylase"	3	0.03	270.06	0.02	0.05	0.00	3.91	0.00	264.98	0.03	1.13	0.00
TIGR04407	LptF_YjgP	"LPS export ABC transporter permease LptF"	3	0.03	164.97	0.01	0.06	0.00	0.46	0.00	163.43	0.02	1.01	0.00
TIGR01475	ubiA_other	"putative 4-hydroxybenzoate polyprenyltransferase"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
TIGR01950	SoxR	"redox-sensitive transcriptional activator SoxR"	1	0.01	23.30	0.00	0.10	0.00	0.07	0.00	23.05	0.00	0.08	0.00
TIGR03798	ocin_TIGR03798	"nif11-like leader peptide domain"	3	0.03	1872.88	0.12	298.42	0.23	564.01	0.26	157.33	0.02	853.12	0.28
TIGR01240	mevDPdecarb	"diphosphomevalonate decarboxylase"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
TIGR00740	TIGR00740	"tRNA (cmo5U34)-methyltransferase"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
TIGR00916	2A0604s01	"protein-export membrane protein, SecD/SecF family"	2	0.02	89.64	0.01	8.38	0.01	0.44	0.00	80.31	0.01	0.50	0.00
TIGR01509	HAD-SF-IA-v3	"HAD hydrolase, family IA, variant 3"	15	0.14	803.53	0.05	5.43	0.00	4.84	0.00	791.17	0.09	2.09	0.00
TIGR00418	thrS	"threonine--tRNA ligase"	4	0.04	402.47	0.03	10.13	0.01	0.60	0.00	391.03	0.04	0.70	0.00
TIGR01427	PTS_IIC_fructo	"PTS system, Fru family, IIC component"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
TIGR00976	/NonD	"hydrolase CocE/NonD family protein"	2	0.02	1827.40	0.12	325.76	0.25	585.19	0.27	27.03	0.00	889.42	0.29
TIGR02749	prenyl_cyano	"solanesyl diphosphate synthase"	1	0.01	74.07	0.00	0.00	0.00	0.01	0.00	74.05	0.01	0.01	0.00
TIGR03212	uraD_N-term-dom	"putative urate catabolism protein"	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
TIGR01144	ATP_synt_b	"ATP synthase F0, B subunit"	2	0.02	33.27	0.00	1.08	0.00	0.17	0.00	30.20	0.00	1.82	0.00
TIGR00536	hemK_fam	"methyltransferase, HemK family"	4	0.04	132.76	0.01	0.00	0.00	0.14	0.00	131.17	0.01	1.44	0.00
TIGR02420	dksA	"RNA polymerase-binding protein DksA"	4	0.04	334.67	0.02	0.24	0.00	16.96	0.01	314.79	0.03	2.68	0.00
TIGR00739	yajC	"preprotein translocase, YajC subunit"	4	0.04	144.63	0.01	12.30	0.01	1.74	0.00	126.46	0.01	4.12	0.00
TIGR00230	sfsA	"sugar fermentation stimulation protein"	2	0.02	1855.61	0.12	282.94	0.22	587.10	0.27	87.36	0.01	898.20	0.30
TIGR01755	flav_wrbA	"NAD(P)H:quinone oxidoreductase, type IV"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
TIGR00061	L21	"ribosomal protein bL21"	4	0.04	346.89	0.02	10.17	0.01	1.16	0.00	334.48	0.04	1.08	0.00
TIGR02013	rpoB	"DNA-directed RNA polymerase, beta subunit"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR00250	RNAse_H_YqgF	"putative transcription antitermination factor YqgF"	3	0.03	261.19	0.02	2.40	0.00	4.01	0.00	253.65	0.03	1.14	0.00
TIGR00150	T6A_YjeE	"tRNA threonylcarbamoyl adenosine modification protein YjeE"	3	0.03	260.09	0.02	0.01	0.00	0.51	0.00	257.79	0.03	1.77	0.00
TIGR02030	BchI-ChlI	"magnesium chelatase ATPase subunit I"	1	0.01	13.49	0.00	0.00	0.00	0.01	0.00	11.94	0.00	1.53	0.00
TIGR01129	secD	"protein-export membrane protein SecD"	2	0.02	89.64	0.01	8.38	0.01	0.44	0.00	80.31	0.01	0.50	0.00
TIGR01473	cyoE_ctaB	"protoheme IX farnesyltransferase"	4	0.04	314.12	0.02	9.96	0.01	1.97	0.00	297.62	0.03	4.58	0.00
TIGR01019	sucCoAalpha	"succinate-CoA ligase, alpha subunit"	2	0.02	88.35	0.01	9.77	0.01	1.22	0.00	74.70	0.01	2.67	0.00
TIGR00608	radc	"DNA repair protein RadC"	3	0.03	84.78	0.01	2.39	0.00	3.54	0.00	76.56	0.01	2.29	0.00
TIGR01750	fabZ	"beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ"	2	0.02	69.89	0.00	2.39	0.00	3.61	0.00	63.09	0.01	0.80	0.00
TIGR02012	tigrfam_recA	"protein RecA"	4	0.04	150.29	0.01	10.23	0.01	0.09	0.00	138.35	0.02	1.63	0.00
TIGR00048	rRNA_mod_RlmN	"23S rRNA (adenine(2503)-C(2))-methyltransferase"	5	0.05	2181.79	0.14	326.50	0.25	585.80	0.27	379.56	0.04	889.93	0.29
TIGR01760	tape_meas_TP901	"phage tail tape measure protein, TP901 family, core region"	1	0.01	16.61	0.00	0.00	0.00	0.00	0.00	16.61	0.00	0.00	0.00
TIGR01230	agmatinase	"agmatinase"	2	0.02	77.95	0.00	0.00	0.00	0.00	0.00	77.94	0.01	0.01	0.00
TIGR01244	TIGR01244	"TIGR01244 family protein"	1	0.01	190.91	0.01	0.01	0.00	0.44	0.00	190.05	0.02	0.40	0.00
TIGR03411	urea_trans_UrtD	"urea ABC transporter, ATP-binding protein UrtD"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
TIGR03648	Na_symport_lg	"probable sodium:solute symporter, VC_2705 subfamily"	2	0.02	432.83	0.03	0.43	0.00	92.43	0.04	294.84	0.03	45.13	0.01
TIGR00309	V_ATPase_subD	"V-type ATPase, D subunit"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR00478	tly	"TlyA family rRNA methyltransferase/putative hemolysin"	4	0.04	184.74	0.01	12.98	0.01	3.72	0.00	167.33	0.02	0.70	0.00
TIGR01162	purE	"phosphoribosylaminoimidazole carboxylase, catalytic subunit"	3	0.03	317.49	0.02	0.04	0.00	4.01	0.00	312.16	0.03	1.29	0.00
TIGR01728	SsuA_fam	"ABC transporter, substrate-binding protein, aliphatic sulfonates family"	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
TIGR03729	acc_ester	"putative phosphoesterase"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
TIGR00567	3mg	"DNA-3-methyladenine glycosylase"	8	0.08	319.59	0.02	10.49	0.01	24.82	0.01	271.84	0.03	12.44	0.00
TIGR02937	sigma70-ECF	"RNA polymerase sigma factor, sigma-70 family"	27	0.26	1468.33	0.09	3.58	0.00	44.35	0.02	1406.10	0.15	14.31	0.00
TIGR00585	mutl	"DNA mismatch repair protein MutL"	5	0.05	261.87	0.02	10.55	0.01	20.31	0.01	227.61	0.02	3.39	0.00
TIGR02159	PA_CoA_Oxy4	"phenylacetate-CoA oxygenase, PaaJ subunit"	2	0.02	52.45	0.00	0.13	0.00	3.60	0.00	47.73	0.01	0.99	0.00
TIGR00967	3a0501s007	"preprotein translocase, SecY subunit"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
TIGR00223	panD	"aspartate 1-decarboxylase"	2	0.02	91.76	0.01	0.13	0.00	0.25	0.00	91.25	0.01	0.13	0.00
TIGR03317	ygfZ_signature	"folate-binding protein YgfZ"	1	0.01	49.61	0.00	0.56	0.00	18.40	0.01	27.66	0.00	2.99	0.00
TIGR01365	serC_2	"phosphoserine aminotransferase"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
TIGR04391	CcmD_alt_fam	"CcmD family protein"	1	0.01	12.82	0.00	0.00	0.00	0.02	0.00	11.46	0.00	1.33	0.00
TIGR03705	poly_P_kin	"polyphosphate kinase 1"	6	0.06	2022.95	0.13	328.24	0.26	589.33	0.27	215.00	0.02	890.39	0.29
TIGR00468	pheS	"phenylalanine--tRNA ligase, alpha subunit"	4	0.04	310.47	0.02	13.77	0.01	5.92	0.00	287.68	0.03	3.10	0.00
TIGR00089	TIGR00089	"radical SAM methylthiotransferase, MiaB/RimO family"	9	0.09	2392.47	0.15	315.31	0.25	566.15	0.26	653.11	0.07	857.91	0.28
TIGR00973	leuA_bact	"2-isopropylmalate synthase"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
TIGR01683	thiS	"thiamine biosynthesis protein ThiS"	2	0.02	85.69	0.01	0.02	0.00	0.26	0.00	84.04	0.01	1.37	0.00
TIGR00876	tal_mycobact	"transaldolase"	2	0.02	119.80	0.01	0.58	0.00	0.74	0.00	117.89	0.01	0.60	0.00
TIGR01512	ATPase-IB2_Cd	"cadmium-translocating P-type ATPase"	2	0.02	144.80	0.01	0.01	0.00	0.06	0.00	144.69	0.02	0.05	0.00
TIGR00192	urease_beta	"urease, beta subunit"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
TIGR01472	gmd	"GDP-mannose 4,6-dehydratase"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
TIGR02278	PaaN-DH	"phenylacetic acid degradation protein paaN"	2	0.02	52.45	0.00	0.13	0.00	3.60	0.00	47.73	0.01	0.99	0.00
TIGR03814	Gln_ase	"glutaminase A"	1	0.01	26.43	0.00	0.12	0.00	0.11	0.00	26.14	0.00	0.05	0.00
TIGR01021	rpsE_bact	"ribosomal protein uS5"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
TIGR00654	PhzF_family	"phenazine biosynthesis protein, PhzF family"	2	0.02	30.78	0.00	0.00	0.00	0.01	0.00	29.10	0.00	1.66	0.00
TIGR00538	hemN	"oxygen-independent coproporphyrinogen III oxidase"	2	0.02	58.28	0.00	9.94	0.01	4.99	0.00	39.87	0.00	3.48	0.00
TIGR01467	cobI_cbiL	"precorrin-2 C(20)-methyltransferase"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
TIGR00364	TIGR00364	"queuosine biosynthesis protein QueC"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR00082	rbfA	"ribosome-binding factor A"	4	0.04	217.08	0.01	10.26	0.01	3.73	0.00	201.93	0.02	1.17	0.00
TIGR02729	Obg_CgtA	"Obg family GTPase CgtA"	4	0.04	217.41	0.01	2.69	0.00	0.65	0.00	212.18	0.02	1.89	0.00
TIGR02138	phosphate_pstC	"phosphate ABC transporter, permease protein PstC"	3	0.03	111.01	0.01	0.12	0.00	0.18	0.00	109.05	0.01	1.67	0.00
TIGR00160	MGSA	"methylglyoxal synthase"	2	0.02	114.24	0.01	0.32	0.00	0.58	0.00	112.84	0.01	0.50	0.00
TIGR00233	trpS	"tryptophan--tRNA ligase"	2	0.02	22.96	0.00	0.02	0.00	0.24	0.00	21.36	0.00	1.34	0.00
TIGR00374	TIGR00374	"TIGR00374 family protein"	2	0.02	104.21	0.01	0.33	0.00	0.63	0.00	101.49	0.01	1.76	0.00
TIGR00972	3a0107s01c2	"phosphate ABC transporter, ATP-binding protein"	4	0.04	183.06	0.01	0.12	0.00	0.20	0.00	181.05	0.02	1.68	0.00
TIGR03413	GSH_gloB	"hydroxyacylglutathione hydrolase"	1	0.01	72.73	0.00	0.00	0.00	0.02	0.00	72.68	0.01	0.03	0.00
TIGR00007	TIGR00007	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
TIGR00904	mreB	"cell shape determining protein, MreB/Mrl family"	5	0.05	353.45	0.02	17.31	0.01	0.67	0.00	334.59	0.04	0.88	0.00
TIGR00008	infA	"translation initiation factor IF-1"	2	0.02	1873.39	0.12	325.55	0.25	585.28	0.27	73.19	0.01	889.36	0.29
TIGR00399	metG_C_term	"methionine--tRNA ligase, beta subunit"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
TIGR01824	PabB-clade2	"aminodeoxychorismate synthase, component I"	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
TIGR02224	recomb_XerC	"tyrosine recombinase XerC"	2	0.02	92.04	0.01	8.08	0.01	0.08	0.00	83.54	0.01	0.34	0.00
TIGR00488	TIGR00488	"putative HD superfamily hydrolase"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR01164	rplP_bact	"ribosomal protein uL16"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR01183	ntrB	"nitrate ABC transporter, permease protein"	2	0.02	425.77	0.03	0.02	0.00	1.12	0.00	423.61	0.05	1.02	0.00
TIGR04486	thiosulf_SoxB	"thiosulfohydrolase SoxB"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
TIGR00065	ftsZ	"cell division protein FtsZ"	5	0.05	140.61	0.01	11.02	0.01	3.51	0.00	124.84	0.01	1.24	0.00
TIGR00563	rsmB	"16S rRNA (cytosine(967)-C(5))-methyltransferase"	2	0.02	111.17	0.01	2.37	0.00	0.03	0.00	108.69	0.01	0.08	0.00
TIGR00114	lumazine-synth	"6,7-dimethyl-8-ribityllumazine synthase"	5	0.05	259.11	0.02	10.69	0.01	16.70	0.01	229.09	0.02	2.63	0.00
TIGR02227	sigpep_I_bact	"signal peptidase I"	7	0.07	434.05	0.03	23.24	0.02	0.46	0.00	409.17	0.04	1.19	0.00
TIGR01958	nuoE_fam	"NADH-quinone oxidoreductase, E subunit"	3	0.03	293.88	0.02	0.92	0.00	0.81	0.00	290.59	0.03	1.56	0.00
TIGR00256	TIGR00256	"D-tyrosyl-tRNA(Tyr) deacylase"	3	0.03	79.23	0.01	2.48	0.00	0.13	0.00	75.11	0.01	1.50	0.00
TIGR00936	ahcY	"adenosylhomocysteinase"	2	0.02	91.06	0.01	4.85	0.00	3.43	0.00	82.35	0.01	0.43	0.00
