#Enzyme_id	Name	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
3.1.-.-	"Acting on ester bonds."	51	0.49	7009.19	0.45	703.80	0.55	1202.89	0.56	3295.85	0.36	1806.65	0.60
4.1.1.37	"Uroporphyrinogen decarboxylase."	4	0.04	306.81	0.02	0.06	0.00	3.63	0.00	300.53	0.03	2.59	0.00
2.5.1.88	"Trans,polycis-polyprenyl diphosphate synthase ((2Z,6E)-farnesyl"	1	0.01	25.03	0.00	0.13	0.00	0.10	0.00	24.72	0.00	0.09	0.00
3.6.4.-	"Acting on ATP; involved in cellular and subcellular movement."	18	0.17	2958.35	0.19	313.30	0.24	657.57	0.31	1023.43	0.11	964.04	0.32
1.1.1.22	"UDP-glucose 6-dehydrogenase."	2	0.02	217.76	0.01	0.01	0.00	0.66	0.00	215.02	0.02	2.06	0.00
5.3.3.2	"Isopentenyl-diphosphate Delta-isomerase."	2	0.02	74.69	0.00	2.52	0.00	3.18	0.00	68.27	0.01	0.73	0.00
3.5.1.-	"In linear amides."	19	0.18	1167.44	0.07	22.20	0.02	11.45	0.01	1124.96	0.12	8.83	0.00
1.12.99.6	"Hydrogenase (acceptor)."	2	0.02	144.85	0.01	0.01	0.00	0.08	0.00	144.71	0.02	0.05	0.00
1.3.1.1	"Dihydrouracil dehydrogenase (NAD(+))."	2	0.02	84.28	0.01	0.47	0.00	32.78	0.02	46.41	0.01	4.61	0.00
1.3.1.12	"Prephenate dehydrogenase."	3	0.03	183.82	0.01	7.12	0.01	7.33	0.00	162.86	0.02	6.51	0.00
4.2.3.12	"6-pyruvoyltetrahydropterin synthase."	1	0.01	27.20	0.00	9.77	0.01	1.08	0.00	13.70	0.00	2.65	0.00
2.7.7.41	"Phosphatidate cytidylyltransferase."	3	0.03	148.03	0.01	10.26	0.01	3.99	0.00	132.61	0.01	1.17	0.00
1.1.1.284	"S-(hydroxymethyl)glutathione dehydrogenase."	2	0.02	103.05	0.01	1.18	0.00	0.20	0.00	101.36	0.01	0.30	0.00
3.1.3.25	"Inositol-phosphate phosphatase."	5	0.05	373.31	0.02	2.52	0.00	0.84	0.00	368.06	0.04	1.89	0.00
2.7.1.26	"Riboflavin kinase."	3	0.03	336.49	0.02	10.24	0.01	0.53	0.00	325.01	0.04	0.71	0.00
2.8.1.1	"Thiosulfate sulfurtransferase."	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
4.1.3.17	"4-hydroxy-4-methyl-2-oxoglutarate aldolase."	3	0.03	79.52	0.01	0.00	0.00	0.55	0.00	78.83	0.01	0.15	0.00
2.1.1.67	"Thiopurine S-methyltransferase."	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
6.3.4.18	"5-(carboxyamino)imidazole ribonucleotide synthase."	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
4.4.1.3	"Dimethylpropiothetin dethiomethylase."	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
3.5.1.98	"Histone deacetylase."	2	0.02	246.14	0.02	0.06	0.00	3.65	0.00	241.36	0.03	1.07	0.00
1.14.14.-	"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen."	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
3.4.21.53	"Endopeptidase La."	1	0.01	27.20	0.00	9.77	0.01	1.08	0.00	13.70	0.00	2.65	0.00
7.3.2.7	"Arsenite-transporting ATPase."	3	0.03	1874.81	0.12	298.41	0.23	564.02	0.26	159.23	0.02	853.14	0.28
1.1.1.153	"Sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming)."	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
1.13.11.24	"Quercetin 2,3-dioxygenase."	3	0.03	1919.22	0.12	282.94	0.22	587.36	0.27	150.67	0.02	898.24	0.30
2.3.1.182	"(R)-citramalate synthase."	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
1.12.2.1	"Cytochrome-c3 hydrogenase."	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
3.1.3.48	"Protein-tyrosine-phosphatase."	5	0.05	1910.06	0.12	291.27	0.23	587.18	0.27	130.35	0.01	901.25	0.30
1.4.3.16	"L-aspartate oxidase."	2	0.02	234.85	0.02	0.01	0.00	0.49	0.00	232.51	0.03	1.84	0.00
3.5.99.6	"Glucosamine-6-phosphate deaminase."	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
2.3.1.274	"Phosphate acyltransferase."	3	0.03	134.67	0.01	2.40	0.00	0.13	0.00	132.02	0.01	0.12	0.00
5.4.99.25	"tRNA pseudouridine(55) synthase."	5	0.05	1993.11	0.13	300.70	0.23	587.60	0.27	205.16	0.02	899.65	0.30
5.4.99.2	"Methylmalonyl-CoA mutase."	4	0.04	163.90	0.01	27.75	0.02	2.81	0.00	127.65	0.01	5.69	0.00
1.6.1.2	"NAD(P)(+) transhydrogenase (Re/Si-specific)."	1	0.01	25.00	0.00	0.05	0.00	3.18	0.00	21.08	0.00	0.69	0.00
1.8.5.7	"Glutathionyl-hydroquinone reductase."	2	0.02	68.31	0.00	0.02	0.00	3.64	0.00	63.87	0.01	0.79	0.00
1.2.1.27	"Methylmalonate-semialdehyde dehydrogenase (CoA acylating)."	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
2.7.9.3	"Selenide, water dikinase."	2	0.02	281.50	0.02	7.87	0.01	0.49	0.00	272.58	0.03	0.57	0.00
3.8.1.3	"Haloacetate dehalogenase."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
2.2.1.9	"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
4.4.1.5	"Lactoylglutathione lyase."	3	0.03	288.03	0.02	2.51	0.00	4.42	0.00	279.82	0.03	1.28	0.00
2.8.1.-	"Sulfurtransferases."	1	0.01	55.78	0.00	0.03	0.00	0.08	0.00	55.60	0.01	0.06	0.00
4.2.1.119	"Enoyl-CoA hydratase 2."	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
2.6.1.83	"LL-diaminopimelate aminotransferase."	4	0.04	1901.06	0.12	298.53	0.23	564.16	0.26	185.10	0.02	853.27	0.28
1.2.4.2	"Oxoglutarate dehydrogenase (succinyl-transferring)."	2	0.02	68.87	0.00	0.04	0.00	0.15	0.00	67.20	0.01	1.49	0.00
6.3.5.10	"Adenosylcobyric acid synthase (glutamine-hydrolyzing)."	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
1.1.1.-	"With NAD(+) or NADP(+) as acceptor."	12	0.12	840.22	0.05	3.60	0.00	19.99	0.01	812.50	0.09	4.12	0.00
2.5.1.78	"6,7-dimethyl-8-ribityllumazine synthase."	5	0.05	259.11	0.02	10.69	0.01	16.70	0.01	229.09	0.02	2.63	0.00
2.7.7.49	"RNA-directed DNA polymerase."	3	0.03	216.47	0.01	0.10	0.00	0.10	0.00	216.13	0.02	0.14	0.00
1.5.1.5	"Methylenetetrahydrofolate dehydrogenase (NADP(+))."	3	0.03	169.55	0.01	16.54	0.01	0.48	0.00	151.76	0.02	0.78	0.00
2.7.11.1	"Non-specific serine/threonine protein kinase."	8	0.08	440.58	0.03	2.84	0.00	1.11	0.00	434.57	0.05	2.05	0.00
3.2.1.141	"4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase."	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
1.2.4.4	"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)."	8	0.08	342.62	0.02	21.01	0.02	0.40	0.00	320.42	0.03	0.79	0.00
4.1.1.31	"Phosphoenolpyruvate carboxylase."	1	0.01	36.00	0.00	0.85	0.00	0.07	0.00	34.84	0.00	0.24	0.00
2.5.1.143	"Pyridinium-3,5-biscarboxylic acid mononucleotide synthase."	2	0.02	162.66	0.01	0.35	0.00	0.53	0.00	161.35	0.02	0.43	0.00
4.1.1.19	"Arginine decarboxylase."	2	0.02	81.70	0.01	0.00	0.00	0.15	0.00	80.05	0.01	1.50	0.00
1.3.7.9	"4-hydroxybenzoyl-CoA reductase."	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
4.2.1.126	"N-acetylmuramic acid 6-phosphate etherase."	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
3.4.21.105	"Rhomboid protease."	2	0.02	108.68	0.01	8.13	0.01	0.05	0.00	100.24	0.01	0.25	0.00
2.1.1.222	"2-polyprenyl-6-hydroxyphenol methylase."	3	0.03	284.34	0.02	0.03	0.00	4.18	0.00	279.00	0.03	1.13	0.00
3.1.3.-	"Phosphoric monoester hydrolases."	12	0.12	765.36	0.05	25.73	0.02	0.84	0.00	737.60	0.08	1.20	0.00
1.2.1.70	"Glutamyl-tRNA reductase."	4	0.04	1815.30	0.12	298.41	0.23	564.13	0.26	96.84	0.01	855.92	0.28
1.1.99.39	"D-2-hydroxyglutarate dehydrogenase."	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
2.4.1.230	"Kojibiose phosphorylase."	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
1.1.1.331	"Secoisolariciresinol dehydrogenase."	1	0.01	27.60	0.00	0.04	0.00	3.43	0.00	23.39	0.00	0.74	0.00
2.7.1.31	"Glycerate 3-kinase."	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
1.14.13.-	"With NADH or NADPH as one donor, and incorporation of one atom of oxygen."	3	0.03	165.20	0.01	8.13	0.01	0.10	0.00	156.53	0.02	0.43	0.00
6.3.2.8	"UDP-N-acetylmuramate--L-alanine ligase."	5	0.05	307.64	0.02	3.56	0.00	3.84	0.00	298.81	0.03	1.44	0.00
7.1.1.3	"Ubiquinol oxidase (H(+)-transporting)."	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
2.3.1.61	"Dihydrolipoyllysine-residue succinyltransferase."	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
4.2.2.-	"Acting on polysaccharides."	2	0.02	95.70	0.01	2.40	0.00	0.13	0.00	93.05	0.01	0.12	0.00
2.4.1.187	"N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
2.4.2.1	"Purine-nucleoside phosphorylase."	5	0.05	439.73	0.03	20.73	0.02	2.39	0.00	412.79	0.04	3.81	0.00
1.5.1.36	"Flavin reductase (NADH)."	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
1.14.19.6	"Acyl-CoA (9+3)-desaturase."	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
2.7.8.5	"CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase."	3	0.03	170.39	0.01	15.08	0.01	3.49	0.00	151.11	0.02	0.72	0.00
3.1.13.-	"Exoribonucleases producing 5'-phosphomonoesters."	1	0.01	13.43	0.00	0.00	0.00	0.03	0.00	11.90	0.00	1.50	0.00
1.17.1.2	"Transferred entry: 1.17.7.4."	4	0.04	2003.84	0.13	298.42	0.23	564.46	0.26	285.79	0.03	855.17	0.28
7.2.2.16	"ABC-type ferric hydroxamate transporter."	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
1.3.99.22	"Transferred entry: 1.3.98.3."	4	0.04	180.60	0.01	10.29	0.01	9.12	0.00	156.44	0.02	4.74	0.00
1.3.99.16	"Isoquinoline 1-oxidoreductase."	2	0.02	26.30	0.00	0.51	0.00	0.00	0.00	25.66	0.00	0.13	0.00
3.4.17.19	"Carboxypeptidase Taq."	2	0.02	121.53	0.01	8.16	0.01	16.67	0.01	94.14	0.01	2.56	0.00
4.1.1.1	"Pyruvate decarboxylase."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
1.7.1.17	"FMN-dependent NADH-azoreductase."	2	0.02	140.37	0.01	0.00	0.00	0.16	0.00	140.15	0.02	0.06	0.00
5.1.1.1	"Alanine racemase."	2	0.02	111.30	0.01	0.91	0.00	0.06	0.00	110.14	0.01	0.19	0.00
6.3.2.6	"Phosphoribosylaminoimidazolesuccinocarboxamide synthase."	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
5.3.1.1	"Triose-phosphate isomerase."	4	0.04	363.27	0.02	5.78	0.00	4.33	0.00	351.16	0.04	2.01	0.00
4.1.1.33	"Diphosphomevalonate decarboxylase."	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
2.1.1.148	"Thymidylate synthase (FAD)."	3	0.03	44.02	0.00	0.00	0.00	0.01	0.00	42.47	0.00	1.54	0.00
1.8.1.7	"Glutathione-disulfide reductase."	3	0.03	184.50	0.01	2.47	0.00	0.15	0.00	181.75	0.02	0.12	0.00
1.1.1.60	"2-hydroxy-3-oxopropionate reductase."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
1.3.3.3	"Coproporphyrinogen oxidase."	2	0.02	40.75	0.00	0.04	0.00	3.45	0.00	35.14	0.00	2.12	0.00
7.2.3.-	"Linked to the hydrolysis of diphosphate."	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
4.1.3.16	"4-hydroxy-2-oxoglutarate aldolase."	1	0.01	13.31	0.00	0.02	0.00	0.24	0.00	11.71	0.00	1.34	0.00
1.15.1.1	"Superoxide dismutase."	4	0.04	362.99	0.02	8.25	0.01	0.68	0.00	353.32	0.04	0.73	0.00
1.8.4.8	"Phosphoadenylyl-sulfate reductase (thioredoxin)."	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
3.5.5.1	"Nitrilase."	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
7.4.2.10	"ABC-type glutathione transporter."	2	0.02	52.05	0.00	0.06	0.00	6.67	0.00	43.73	0.00	1.58	0.00
2.1.3.-	"Carboxy- and carbamoyltransferases."	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
2.5.1.49	"O-acetylhomoserine aminocarboxypropyltransferase."	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
6.1.1.6	"Lysine--tRNA ligase."	4	0.04	102.03	0.01	10.65	0.01	7.10	0.00	81.31	0.01	2.98	0.00
3.1.3.15	"Histidinol-phosphatase."	5	0.05	449.18	0.03	12.64	0.01	7.67	0.00	427.01	0.05	1.86	0.00
2.1.2.10	"Aminomethyltransferase."	3	0.03	185.38	0.01	8.15	0.01	3.41	0.00	172.79	0.02	1.04	0.00
1.3.5.1	"Succinate dehydrogenase (quinone)."	6	0.06	567.36	0.04	1.99	0.00	8.47	0.00	553.43	0.06	3.48	0.00
2.7.1.39	"Homoserine kinase."	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
2.7.2.1	"Acetate kinase."	4	0.04	205.85	0.01	12.39	0.01	0.09	0.00	193.00	0.02	0.37	0.00
4.3.2.2	"Adenylosuccinate lyase."	4	0.04	308.97	0.02	1.07	0.00	0.72	0.00	306.48	0.03	0.70	0.00
2.4.2.8	"Hypoxanthine phosphoribosyltransferase."	4	0.04	354.40	0.02	5.77	0.00	0.73	0.00	346.99	0.04	0.91	0.00
6.1.1.16	"Cysteine--tRNA ligase."	3	0.03	102.75	0.01	12.43	0.01	0.32	0.00	89.58	0.01	0.42	0.00
4.3.3.7	"4-hydroxy-tetrahydrodipicolinate synthase."	6	0.06	485.31	0.03	27.78	0.02	40.72	0.02	358.09	0.04	58.72	0.02
2.4.1.64	"Alpha,alpha-trehalose phosphorylase."	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
2.1.1.264	"23S rRNA (guanine(2069)-N(7))-methyltransferase."	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
5.4.99.12	"tRNA pseudouridine(38-40) synthase."	4	0.04	1928.38	0.12	326.49	0.25	585.30	0.27	127.02	0.01	889.57	0.29
1.10.2.2	"Transferred entry: 7.1.1.8."	2	0.02	215.95	0.01	0.26	0.00	0.43	0.00	214.87	0.02	0.39	0.00
7.1.1.8	"Quinol--cytochrome-c reductase."	2	0.02	215.95	0.01	0.26	0.00	0.43	0.00	214.87	0.02	0.39	0.00
3.6.4.8	"Transferred entry: 5.6.1.5."	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
2.4.99.17	"S-adenosylmethionine:tRNA ribosyltransferase-isomerase."	5	0.05	183.05	0.01	3.69	0.00	0.58	0.00	176.96	0.02	1.82	0.00
2.7.1.191	"Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase."	2	0.02	84.38	0.01	4.53	0.00	0.01	0.00	79.78	0.01	0.07	0.00
1.10.9.1	"Transferred entry: 7.1.1.6."	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
2.7.7.42	"[Glutamine synthetase] adenylyltransferase."	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
1.14.13.232	"6-methylpretetramide 4-monooxygenase."	1	0.01	69.50	0.00	0.00	0.00	0.02	0.00	69.46	0.01	0.02	0.00
1.3.1.43	"Arogenate dehydrogenase."	3	0.03	93.22	0.01	0.78	0.00	19.61	0.01	68.29	0.01	4.53	0.00
5.1.1.-	"Acting on amino acids and derivatives."	3	0.03	1979.18	0.13	325.55	0.25	585.22	0.27	179.06	0.02	889.36	0.29
1.1.99.-	"With other acceptors."	3	0.03	179.97	0.01	0.35	0.00	4.34	0.00	174.07	0.02	1.20	0.00
1.2.1.22	"Lactaldehyde dehydrogenase."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
3.1.3.7	"3'(2'),5'-bisphosphate nucleotidase."	3	0.03	113.86	0.01	0.33	0.00	20.13	0.01	90.25	0.01	3.15	0.00
2.1.1.45	"Thymidylate synthase."	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
5.4.99.13	"Isobutyryl-CoA mutase."	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
6.1.1.19	"Arginine--tRNA ligase."	4	0.04	211.39	0.01	0.26	0.00	0.48	0.00	210.41	0.02	0.24	0.00
1.1.1.284 1.1.1.1	""	2	0.02	89.75	0.01	0.03	0.00	4.07	0.00	84.75	0.01	0.90	0.00
6.1.1.21	"Histidine--tRNA ligase."	3	0.03	119.57	0.01	9.87	0.01	0.24	0.00	109.13	0.01	0.33	0.00
2.8.4.4	"[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase."	3	0.03	98.36	0.01	7.20	0.01	1.05	0.00	86.63	0.01	3.48	0.00
1.14.13.83	"Precorrin-3B synthase."	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
6.3.2.3	"Glutathione synthase."	2	0.02	54.43	0.00	2.57	0.00	0.01	0.00	51.77	0.01	0.08	0.00
4.2.1.51	"Prephenate dehydratase."	2	0.02	53.23	0.00	0.03	0.00	3.64	0.00	48.79	0.01	0.78	0.00
3.1.1.3	"Triacylglycerol lipase."	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
1.2.1.-	"With NAD(+) or NADP(+) as acceptor."	11	0.11	2847.44	0.18	311.94	0.24	573.26	0.27	1105.86	0.12	856.39	0.28
2.1.1.186	"23S rRNA (cytidine(2498)-2'-O)-methyltransferase."	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
4.2.3.4	"3-dehydroquinate synthase."	1	0.01	196.45	0.01	0.00	0.00	0.40	0.00	195.69	0.02	0.35	0.00
6.1.1.5	"Isoleucine--tRNA ligase."	2	0.02	77.96	0.00	3.27	0.00	0.06	0.00	74.41	0.01	0.22	0.00
3.4.17.-	"Metallocarboxypeptidases."	5	0.05	680.18	0.04	58.27	0.05	377.80	0.18	154.21	0.02	89.91	0.03
3.5.4.-	"In cyclic amidines."	4	0.04	219.91	0.01	10.39	0.01	0.07	0.00	209.16	0.02	0.29	0.00
6.3.2.4	"D-alanine--D-alanine ligase."	4	0.04	106.51	0.01	1.34	0.00	3.75	0.00	98.92	0.01	2.50	0.00
1.11.1.-	"Peroxidases."	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
1.13.11.27	"4-hydroxyphenylpyruvate dioxygenase."	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
3.1.31.-	"Endoribonucleases active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters."	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
3.4.11.25	"Beta-peptidyl aminopeptidase."	1	0.01	13.15	0.00	0.00	0.00	0.02	0.00	11.75	0.00	1.38	0.00
1.1.1.381	"3-hydroxy acid dehydrogenase."	2	0.02	1827.55	0.12	325.55	0.25	585.17	0.27	25.97	0.00	890.86	0.29
1.5.3.1	"Sarcosine oxidase."	4	0.04	440.93	0.03	0.06	0.00	8.02	0.00	430.66	0.05	2.19	0.00
3.4.19.-	"Omega peptidases."	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
4.2.1.108	"Ectoine synthase."	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
6.3.1.-	"Acid--ammonia (or amine) ligases (amide synthases)."	2	0.02	116.93	0.01	0.03	0.00	0.23	0.00	116.60	0.01	0.08	0.00
3.6.1.27	"Undecaprenyl-diphosphate phosphatase."	5	0.05	192.87	0.01	8.25	0.01	3.75	0.00	178.33	0.02	2.54	0.00
7.1.1.2	"NADH:ubiquinone reductase (H(+)-translocating)."	2	0.02	1535.89	0.10	0.02	0.00	0.00	0.00	1535.54	0.17	0.32	0.00
2.7.7.56	"tRNA nucleotidyltransferase."	2	0.02	66.25	0.00	17.31	0.01	6.13	0.00	36.43	0.00	6.38	0.00
4.2.1.117	"2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)."	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
2.4.1.11	"Glycogen(starch) synthase."	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
5.4.99.16	"Maltose alpha-D-glucosyltransferase."	2	0.02	115.96	0.01	1.19	0.00	0.06	0.00	114.42	0.01	0.29	0.00
1.8.5.-	"With a quinone or similar compound as acceptor."	3	0.03	132.45	0.01	6.90	0.01	6.09	0.00	112.56	0.01	6.90	0.00
2.6.1.76	"Diaminobutyrate--2-oxoglutarate transaminase."	2	0.02	250.71	0.02	0.01	0.00	0.52	0.00	249.82	0.03	0.36	0.00
1.1.1.35	"3-hydroxyacyl-CoA dehydrogenase."	5	0.05	156.57	0.01	0.05	0.00	3.64	0.00	150.37	0.02	2.51	0.00
2.3.1.157	"Glucosamine-1-phosphate N-acetyltransferase."	2	0.02	266.96	0.02	2.49	0.00	0.66	0.00	263.11	0.03	0.70	0.00
2.1.1.- 2.8.1.-	""	9	0.09	2392.47	0.15	315.31	0.25	566.15	0.26	653.11	0.07	857.91	0.28
1.3.8.1	"Short-chain acyl-CoA dehydrogenase."	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
1.5.5.1	"Electron-transferring-flavoprotein dehydrogenase."	4	0.04	312.19	0.02	0.06	0.00	3.91	0.00	305.33	0.03	2.89	0.00
3.2.2.23	"DNA-formamidopyrimidine glycosylase."	3	0.03	159.43	0.01	10.13	0.01	0.11	0.00	147.53	0.02	1.66	0.00
1.2.1.91	"3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase."	2	0.02	52.45	0.00	0.13	0.00	3.60	0.00	47.73	0.01	0.99	0.00
3.2.2.15	"DNA-deoxyinosine glycosylase."	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
2.3.1.30	"Serine O-acetyltransferase."	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
2.8.1.8	"Lipoyl synthase."	2	0.02	205.03	0.01	0.01	0.00	0.42	0.00	202.61	0.02	2.00	0.00
3.2.1.41	"Pullulanase."	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
5.5.1.4	"Inositol-3-phosphate synthase."	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
1.3.1.9	"Enoyl-[acyl-carrier-protein] reductase (NADH)."	2	0.02	216.77	0.01	0.12	0.00	0.54	0.00	215.65	0.02	0.45	0.00
3.1.11.1	"Exodeoxyribonuclease I."	9	0.09	393.43	0.03	19.71	0.02	17.78	0.01	349.18	0.04	6.75	0.00
4.2.1.22	"Cystathionine beta-synthase."	4	0.04	96.61	0.01	1.73	0.00	0.49	0.00	92.52	0.01	1.87	0.00
3.5.1.32	"Hippurate hydrolase."	2	0.02	432.72	0.03	0.03	0.00	1.00	0.00	430.86	0.05	0.83	0.00
2.4.1.266	"Glucosyl-3-phosphoglycerate synthase."	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
3.5.1.14	"N-acyl-aliphatic-L-amino acid amidohydrolase."	1	0.01	61.51	0.00	2.77	0.00	0.00	0.00	58.63	0.01	0.11	0.00
2.1.1.297	"Peptide chain release factor N(5)-glutamine methyltransferase."	3	0.03	111.52	0.01	0.00	0.00	0.14	0.00	109.94	0.01	1.44	0.00
1.13.11.3	"Protocatechuate 3,4-dioxygenase."	2	0.02	51.26	0.00	0.04	0.00	6.69	0.00	43.02	0.00	1.51	0.00
3.5.1.18	"Succinyl-diaminopimelate desuccinylase."	3	0.03	243.82	0.02	0.13	0.00	4.04	0.00	238.31	0.03	1.34	0.00
6.3.4.21	"Nicotinate phosphoribosyltransferase."	4	0.04	155.98	0.01	2.50	0.00	3.67	0.00	147.42	0.02	2.38	0.00
1.1.1.292	"1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming)."	1	0.01	26.43	0.00	0.12	0.00	0.11	0.00	26.14	0.00	0.05	0.00
3.5.1.126	"Oxamate amidohydrolase."	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
2.4.2.18	"Anthranilate phosphoribosyltransferase."	4	0.04	337.17	0.02	0.93	0.00	0.71	0.00	334.70	0.04	0.84	0.00
5.1.99.-	"Acting on other compounds."	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
